0,4,0,1,0,1,1,1,1 1
7,4,58,0,1,1,1,0,1 1
0,4,0,1,0,1,1,1,1 1
0,71,0,1,0,1,1,1,1 1
8,14,31,0,1,1,1,0,1 1
0,3,0,1,0,1,1,1,1 1
6,4,26,0,1,1,1,0,1 1
0,4,17,1,0,1,1,1,1 1
5,5,65,0,1,1,1,0,1 1
0,4,17,1,0,1,1,1,1 1
7,4,29,0,1,1,1,0,1 1
0,4,15,1,0,1,1,1,1 1
7,4,33,0,1,1,1,0,1 1
0,4,12,1,0,1,1,1,1 1
7,3,33,0,1,1,1,0,1 1
0,5,14,1,0,1,1,1,1 1
6,5,31,0,1,1,1,0,1 1
0,4,15,1,0,1,1,1,1 1
7,4,32,0,1,1,1,0,1 1
0,4,16,1,0,1,1,1,1 1
6,4,34,0,1,1,1,0,1 1
0,4,17,1,0,1,1,1,1 1
0,5,15,1,0,1,1,1,1 1
7,4,33,0,1,1,1,0,1 1
122,5,88,0,1,1,1,0,1 1
17,25,121,0,1,1,1,0,1 1
0,4,11,1,0,1,1,1,1 1
24,4,34,3,5,1,1,3,1 1
98,5,36,0,1,1,1,0,1 1
0,4,16,1,0,1,1,1,1 1
6,4,29,0,1,1,1,0,1 1
0,4,13,1,0,1,1,1,1 1
3,2,16,0,1,1,1,0,1 1
0,4,11,1,0,1,1,1,1 1
71,4,32,13,16,1,1,13,1 1
0,2,0,1,0,1,1,1,1 1
3,2,14,0,1,1,1,0,1 1
0,4,11,1,0,1,1,1,1 1
68,4,33,3,5,1,1,3,1 1
0,4,15,1,0,1,1,1,1 1
7,4,34,0,1,1,1,0,1 1
0,5,0,1,0,1,1,1,1 1
8,3,27,0,1,1,1,0,1 1
0,96,0,1,0,1,1,1,1 1
6,5,62,0,1,1,1,0,1 1
0,4,17,1,0,1,1,1,1 1
4,4,33,0,1,1,1,0,1 1
0,5,13,1,0,1,1,1,1 1
6,4,34,0,1,1,1,0,1 1
0,5,14,1,0,1,1,1,1 1
6,4,32,0,1,1,1,0,1 1
6,5,31,0,1,1,1,0,1 1
0,5,15,1,0,1,1,1,1 1
7,4,33,0,1,1,1,0,1 1
0,4,16,1,0,1,1,1,1 1
12,4,33,0,1,1,1,0,1 1
0,4,17,1,0,1,1,1,1 1
6,3,30,0,1,1,1,0,1 1
0,4,15,1,0,1,1,1,1 1
12,4,33,0,1,1,1,0,1 1
0,4,14,1,0,1,1,1,1 1
8,5,37,0,1,1,1,0,1 1
0,4,15,1,0,1,1,1,1 1
7,4,32,0,1,1,1,0,1 1
0,4,0,1,0,1,1,1,1 1
6,5,76,0,1,1,1,0,1 1
6,4,29,0,1,1,1,0,1 1
0,4,15,1,0,1,1,1,1 1
6,4,34,0,1,1,1,0,1 1
7,4,33,0,1,1,1,0,1 1
0,4,0,1,0,1,1,1,1 1
7,4,32,0,1,1,1,0,1 1
0,4,11,2,0,1,1,2,1 1
32,4,34,5,7,1,1,5,1 1
6,4,33,0,1,1,1,0,1 1
9,5,31,0,1,1,1,0,1 1
0,3,0,1,0,1,1,1,1 1
6,4,27,0,1,1,1,0,1 1
17,4,27,1,3,1,1,1,1 1
0,5,16,1,0,1,1,1,1 1
7,4,51,0,1,1,1,0,1 1
28,15,33,0,1,1,1,0,1 1
0,4,14,1,0,1,1,1,1 1
6,4,34,0,1,1,1,0,1 1
0,4,0,1,0,1,1,1,1 1
6,3,26,0,1,1,1,0,1 1
0,14,0,1,0,1,1,1,1 1
0,4,13,1,0,1,1,1,1 1
6,4,34,0,1,1,1,0,1 1
0,4,15,1,0,1,1,1,1 1
3,2,21,0,1,1,1,0,1 1
0,4,15,1,0,1,1,1,1 1
5,3,26,0,1,1,1,0,1 1
0,4,15,1,0,1,1,1,1 1
7,4,34,0,1,1,1,0,1 1
0,1,0,1,0,1,1,1,1 1
3,4,27,0,1,1,1,0,1 1
0,4,16,1,0,1,1,1,1 1
7,4,33,0,1,1,1,0,1 1
0,4,13,1,0,1,1,1,1 1
7,4,34,0,1,1,1,0,1 1
7,5,41,0,1,1,1,0,1 1
0,4,16,1,0,1,1,1,1 1
6,4,34,0,1,1,1,0,1 1
0,5,16,1,0,1,1,1,1 1
7,4,50,0,1,1,1,0,1 1
0,4,12,1,0,1,1,1,1 1
32,4,34,5,7,1,1,5,1 1
0,4,16,1,0,1,1,1,1 1
8,4,33,0,1,1,1,0,1 1
6,5,31,0,1,1,1,0,1 1
0,5,11,1,0,1,1,1,1 1
37,4,35,5,7,1,1,5,1 1
0,3,11,1,0,1,1,1,1 1
5,3,27,0,1,1,1,0,1 1
0,2,0,1,0,1,1,1,1 1
4,2,27,0,1,1,1,0,1 1
0,4,11,1,0,1,1,1,1 1
24,4,35,1,5,1,1,1,1 1
0,4,15,1,0,1,1,1,1 1
6,4,37,0,1,1,1,0,1 1
8,5,138,0,1,1,1,0,1 1
0,5,0,1,0,1,1,1,1 1
6,5,49,0,1,1,1,0,1 1
0,4,11,1,0,1,1,1,1 1
50,4,32,9,11,1,1,9,1 1
0,4,14,1,0,1,1,1,1 1
6,4,33,0,1,1,1,0,1 1
0,5,11,2,0,1,1,2,1 1
16,4,31,1,3,1,1,1,1 1
6,4,32,0,1,1,1,0,1 1
0,4,12,1,0,1,1,1,1 1
6,4,42,0,1,1,1,0,1 1
0,4,12,1,0,1,1,1,1 1
15,3,34,1,3,1,1,1,1 1
0,4,14,1,0,1,1,1,1 1
0,4,11,1,0,1,1,1,1 1
16,4,33,1,3,1,1,1,1 1
0,4,14,1,0,1,1,1,1 1
5,3,27,0,1,1,1,0,1 1
0,4,0,1,0,1,1,1,1 1
7,4,30,0,1,1,1,0,1 1
0,4,0,1,0,1,1,1,1 1
7,4,30,0,1,1,1,0,1 1
0,5,17,1,0,1,1,1,1 1
7,4,34,0,1,1,1,0,1 1
8,3,30,0,1,1,1,0,1 1
41,4,34,0,1,1,1,0,1 1
0,3,13,1,0,1,1,1,1 1
42,4,33,7,9,1,1,7,1 1
0,4,0,1,0,1,1,1,1 1
0,4,12,1,0,1,1,1,1 1
47,4,33,9,11,1,1,9,1 1
6,4,34,0,1,1,1,0,1 1
0,4,17,1,0,1,1,1,1 1
6,5,83,0,1,1,1,0,1 1
6,5,110,0,1,1,1,0,1 1
0,5,11,1,0,1,1,1,1 1
25,4,33,3,5,1,1,3,1 1
0,4,15,1,0,1,1,1,1 1
6,4,33,0,1,1,1,0,1 1
0,4,16,1,0,1,1,1,1 1
6,4,33,0,1,1,1,0,1 1
0,4,0,1,0,1,1,1,1 1
6,4,27,0,1,1,1,0,1 1
79,5,76,0,1,1,1,0,1 1
0,4,14,1,0,1,1,1,1 1
0,4,15,1,0,1,1,1,1 1
7,4,33,0,1,1,1,0,1 1
7,4,45,0,1,1,1,0,1 1
0,4,11,1,0,1,1,1,1 1
40,4,34,7,9,1,1,7,1 1
0,4,16,1,0,1,1,1,1 1
7,4,33,0,1,1,1,0,1 1
0,4,12,1,0,1,1,1,1 1
6,5,37,0,1,1,1,0,1 1
19,42,54,0,1,1,1,0,1 1
0,3,16,1,0,1,1,1,1 1
6,4,34,0,1,1,1,0,1 1
0,4,13,1,0,1,1,1,1 1
7,4,34,0,1,1,1,0,1 1
0,4,10,1,0,1,1,1,1 1
15,4,35,1,3,1,1,1,1 1
6,4,36,0,1,1,1,0,1 1
0,5,15,1,0,1,1,1,1 1
6,4,34,0,1,1,1,0,1 1
0,4,13,1,0,1,1,1,1 1
6,4,33,0,1,1,1,0,1 1
11,5,81,1,3,1,1,1,1 1
6,4,26,0,1,1,1,0,1 1
0,4,14,1,0,1,1,1,1 1
6,4,32,0,1,1,1,0,1 1
6,4,32,0,1,1,1,0,1 1
0,5,15,1,0,1,1,1,1 1
7,4,33,0,1,1,1,0,1 1
0,2,0,1,0,1,1,1,1 1
0,4,0,1,0,1,1,1,1 1
6,4,31,0,1,1,1,0,1 1
0,4,14,1,0,1,1,1,1 1
7,5,32,0,1,1,1,0,1 1
0,4,11,1,0,1,1,1,1 1
0,4,12,1,0,1,1,1,1 1
6,4,30,0,1,1,1,0,1 1
0,19,0,1,0,1,1,1,1 1
0,4,12,1,0,1,1,1,1 1
23,4,33,3,5,1,1,3,1 1
0,4,10,2,0,1,1,2,1 1
32,4,30,5,7,1,1,5,1 1
0,4,16,1,0,1,1,1,1 1
7,4,33,0,1,1,1,0,1 1
0,4,13,1,0,1,1,1,1 1
7,4,32,0,1,1,1,0,1 1
0,4,26,1,0,1,1,1,1 1
6,4,33,0,1,1,1,0,1 1
0,4,14,1,0,1,1,1,1 1
7,4,34,0,1,1,1,0,1 1
0,4,14,1,0,1,1,1,1 1
0,4,0,1,0,1,1,1,1 1
6,4,27,0,1,1,1,0,1 1
7,4,29,0,1,1,1,0,1 1
0,4,16,1,0,1,1,1,1 1
6,4,34,0,1,1,1,0,1 1
7,5,65,0,1,1,1,0,1 1
6,4,26,0,1,1,1,0,1 1
0,4,11,2,0,1,1,2,1 1
42,4,32,7,9,1,1,7,1 1
0,5,15,1,0,1,1,1,1 1
6,4,31,0,1,1,1,0,1 1
0,4,0,1,0,1,1,1,1 1
6,4,34,0,1,1,1,0,1 1
0,4,14,1,0,1,1,1,1 1
7,4,34,0,1,1,1,0,1 1
0,4,14,1,0,1,1,1,1 1
6,4,34,0,1,1,1,0,1 1
0,5,15,1,0,1,1,1,1 1
6,3,33,0,1,1,1,0,1 1
6,4,32,0,1,1,1,0,1 1
0,4,12,2,0,1,1,2,1 1
63,5,31,11,14,1,1,11,1 1
6,4,34,0,1,1,1,0,1 1
0,25,0,1,0,1,1,1,1 1
7,5,34,0,1,1,1,0,1 1
0,4,14,1,0,1,1,1,1 1
6,4,33,0,1,1,1,0,1 1
0,5,15,1,0,1,1,1,1 1
6,4,33,0,1,1,1,0,1 1
4,2,18,0,1,1,1,0,1 1
0,4,11,1,0,1,1,1,1 1
20,4,32,1,3,1,1,1,1 1
0,4,34,1,0,1,1,1,1 1
28,4,50,0,1,1,1,0,1 1
0,4,11,1,0,1,1,1,1 1
35,4,34,5,7,1,1,5,1 1
0,4,11,1,0,1,1,1,1 1
0,5,15,1,0,1,1,1,1 1
6,3,35,0,1,1,1,0,1 1
0,4,0,1,0,1,1,1,1 1
6,4,30,0,1,1,1,0,1 1
0,4,14,1,0,1,1,1,1 1
0,4,11,2,0,1,1,2,1 1
32,4,34,5,7,1,1,5,1 1
0,5,13,1,0,1,1,1,1 1
7,4,32,0,1,1,1,0,1 1
0,5,15,1,0,1,1,1,1 1
6,4,32,0,1,1,1,0,1 1
6,4,34,0,1,1,1,0,1 1
0,4,0,1,0,1,1,1,1 1
0,4,13,1,0,1,1,1,1 1
7,4,33,0,1,1,1,0,1 1
0,4,15,1,0,1,1,1,1 1
6,4,33,0,1,1,1,0,1 1
0,4,16,1,0,1,1,1,1 1
7,4,35,0,1,1,1,0,1 1
0,4,0,1,0,1,1,1,1 1
0,4,14,1,0,1,1,1,1 1
8,4,34,0,1,1,1,0,1 1
0,4,15,1,0,1,1,1,1 1
6,4,33,0,1,1,1,0,1 1
0,4,14,1,0,1,1,1,1 1
7,4,33,0,1,1,1,0,1 1
0,3,0,1,0,1,1,1,1 1
16,34,60,1,3,1,1,1,1 1
0,5,13,1,0,1,1,1,1 1
7,4,33,0,1,1,1,0,1 1
52,87,55,0,1,1,1,0,1 1
0,4,0,1,0,1,1,1,1 1
6,5,39,0,1,1,1,0,1 1
0,4,15,1,0,1,1,1,1 1
7,4,34,0,1,1,1,0,1 1
0,3,0,1,0,1,1,1,1 1
6,4,28,0,1,1,1,0,1 1
0,5,0,1,0,1,1,1,1 1
8,4,28,0,1,1,1,0,1 1
0,4,15,1,0,1,1,1,1 1
6,4,33,0,1,1,1,0,1 1
0,4,13,1,0,1,1,1,1 1
6,4,33,0,1,1,1,0,1 1
0,6,0,1,0,1,1,1,1 1
7,5,48,0,1,1,1,0,1 1
0,4,13,1,0,1,1,1,1 1
0,4,15,1,0,1,1,1,1 1
7,4,33,0,1,1,1,0,1 1
0,4,14,1,0,1,1,1,1 1
6,4,32,0,1,1,1,0,1 1
0,5,20,1,0,1,1,1,1 1
7,5,32,0,1,1,1,0,1 1
0,4,15,1,0,1,1,1,1 1
7,4,32,0,1,1,1,0,1 1
0,4,14,1,0,1,1,1,1 1
6,4,33,0,1,1,1,0,1 1
0,4,14,1,0,1,1,1,1 1
6,4,35,0,1,1,1,0,1 1
0,3,0,1,0,1,1,1,1 1
6,4,28,0,1,1,1,0,1 1
0,4,16,1,0,1,1,1,1 1
7,3,21,1,3,1,1,1,1 1
9,6,61,0,1,1,1,0,1 1
0,4,13,1,0,1,1,1,1 1
6,5,33,0,1,1,1,0,1 1
0,3,14,1,0,1,1,1,1 1
6,4,33,0,1,1,1,0,1 1
0,3,9,1,0,1,1,1,1 1
19,6,38,3,5,1,1,3,1 1
0,4,13,1,0,1,1,1,1 1
7,5,67,0,1,1,1,0,1 1
0,4,11,1,0,1,1,1,1 1
42,4,33,7,9,1,1,7,1 1
0,4,0,1,0,1,1,1,1 1
8,4,45,0,1,1,1,0,1 1
64,36,44,0,1,1,1,0,1 1
0,5,11,2,0,1,1,2,1 1
24,4,34,3,5,1,1,3,1 1
0,4,14,1,0,1,1,1,1 1
7,4,33,0,1,1,1,0,1 1
0,4,16,1,0,1,1,1,1 1
6,4,45,0,1,1,1,0,1 1
0,0,0,2,0,0,0,2,1 1
0,15,119,1,0,1,1,1,1 1
0,9,50,0,0,2,2,0,1 1
0,9,50,0,0,2,2,0,1 1
0,9,50,0,0,2,2,0,1 1
0,9,50,0,0,2,2,0,1 1
0,9,50,0,0,2,2,0,1 1
0,9,50,0,0,2,2,0,1 1
0,9,50,0,0,2,2,0,1 1
0,9,50,0,0,2,2,0,1 1
0,9,50,0,0,2,2,0,1 1
16,4,29,0,1,1,1,0,1 1
0,4,13,1,0,1,1,1,1 1
6,4,34,0,1,1,1,0,1 1
0,5,15,1,0,1,1,1,1 1
12,5,32,0,1,1,1,0,1 1
7,6,41,0,1,1,1,0,1 1
0,5,15,1,0,1,1,1,1 1
0,3,0,1,0,1,1,1,1 1
6,54,33,0,1,1,1,0,1 1
0,4,0,1,0,1,1,1,1 1
11,4,25,0,1,1,1,0,1 1
0,5,26,1,0,1,1,1,1 1
7,4,35,0,1,1,1,0,1 1
7,5,37,0,1,1,1,0,1 1
0,4,14,1,0,1,1,1,1 1
6,5,33,0,1,1,1,0,1 1
0,4,0,1,0,1,1,1,1 1
27,5,41,0,1,1,1,0,1 1
0,5,15,1,0,1,1,1,1 1
6,4,34,0,1,1,1,0,1 1
197,4,66,0,1,1,1,0,1 1
0,4,13,1,0,1,1,1,1 1
0,4,11,1,0,1,1,1,1 1
23,4,32,3,5,1,1,3,1 1
0,4,13,1,0,1,1,1,1 1
6,6,38,0,1,1,1,0,1 1
0,4,14,1,0,1,1,1,1 1
7,4,35,0,1,1,1,0,1 1
7,4,34,0,1,1,1,0,1 1
0,4,14,1,0,1,1,1,1 1
6,3,34,0,1,1,1,0,1 1
0,4,11,1,0,1,1,1,1 1
32,4,31,5,7,1,1,5,1 1
0,4,15,1,0,1,1,1,1 1
6,4,33,0,1,1,1,0,1 1
0,3,0,1,0,1,1,1,1 1
0,4,26,0,0,1,1,0,1 1
0,14,0,1,0,1,1,1,1 1
6,2,56,0,1,1,1,0,1 1
58,119,49,0,1,1,1,0,1 1
6,4,30,0,1,1,1,0,1 1
6,5,44,0,1,1,1,0,1 1
0,4,13,1,0,1,1,1,1 1
7,4,34,0,1,1,1,0,1 1
52,6,91,0,1,1,1,0,1 1
0,4,14,1,0,1,1,1,1 1
6,4,33,0,1,1,1,0,1 1
0,4,13,1,0,1,1,1,1 1
6,4,34,0,1,1,1,0,1 1
0,4,15,1,0,1,1,1,1 1
7,4,33,0,1,1,1,0,1 1
0,6,0,1,0,1,1,1,1 1
8,4,29,0,1,1,1,0,1 1
0,4,16,1,0,1,1,1,1 1
7,4,51,0,1,1,1,0,1 1
0,4,13,1,0,1,1,1,1 1
6,4,33,0,1,1,1,0,1 1
0,4,17,1,0,1,1,1,1 1
7,4,33,0,1,1,1,0,1 1
0,3,11,1,0,1,1,1,1 1
7,5,33,0,1,1,1,0,1 1
0,4,13,1,0,1,1,1,1 1
6,4,32,0,1,1,1,0,1 1
0,4,15,1,0,1,1,1,1 1
6,4,34,0,1,1,1,0,1 1
0,4,14,1,0,1,1,1,1 1
6,4,32,0,1,1,1,0,1 1
0,4,14,1,0,1,1,1,1 1
6,4,33,0,1,1,1,0,1 1
0,4,0,1,0,1,1,1,1 1
6,5,37,0,1,1,1,0,1 1
45,4,31,0,1,1,1,0,1 1
0,4,13,1,0,1,1,1,1 1
7,4,32,0,1,1,1,0,1 1
0,4,10,1,0,1,1,1,1 1
49,2,34,9,11,1,1,9,1 1
0,4,11,1,0,1,1,1,1 1
59,4,33,11,13,1,1,11,1 1
0,4,0,1,0,1,1,1,1 1
6,4,54,0,1,1,1,0,1 1
0,5,15,1,0,1,1,1,1 1
6,4,34,0,1,1,1,0,1 1
0,2,0,1,0,1,1,1,1 1
3,3,50,0,1,1,1,0,1 1
13,4,40,0,1,1,1,0,1 1
27,4,50,0,1,1,1,0,1 1
0,168,0,1,0,1,1,1,1 1
221,5,37,0,1,1,1,0,1 1
0,4,12,1,0,1,1,1,1 1
60,4,33,11,13,1,1,11,1 1
0,3,24,1,0,1,1,1,1 1
9,3,60,1,3,1,1,1,1 1
6,5,72,0,1,1,1,0,1 1
0,4,0,1,0,1,1,1,1 1
7,4,31,0,1,1,1,0,1 1
0,4,0,1,0,1,1,1,1 1
7,4,56,0,1,1,1,0,1 1
0,4,0,1,0,1,1,1,1 1
0,4,0,1,0,1,1,1,1 1
0,4,0,1,0,1,1,1,1 1
6,4,30,0,1,1,1,0,1 1
6,3,25,0,1,1,1,0,1 1
6,4,27,0,1,1,1,0,1 1
0,4,23,1,0,1,1,1,1 1
6,4,29,0,1,1,1,0,1 1
0,4,11,2,0,1,1,2,1 1
25,4,34,3,5,1,1,3,1 1
0,3,0,1,0,1,1,1,1 1
5,156,42,0,1,1,1,0,1 1
0,4,12,1,0,1,1,1,1 1
7,5,38,0,1,1,1,0,1 1
0,4,11,1,0,1,1,1,1 1
17,4,33,1,3,1,1,1,1 1
0,5,15,1,0,1,1,1,1 1
6,4,27,0,1,1,1,0,1 1
0,3,0,1,0,1,1,1,1 1
3,3,136,0,1,1,1,0,1 1
0,4,14,1,0,1,1,1,1 1
7,4,39,0,1,1,1,0,1 1
0,136,0,1,0,1,1,1,1 1
26,13,56,0,2,1,1,0,1 1
6,4,33,0,1,1,1,0,1 1
0,5,14,1,0,1,1,1,1 1
12,4,27,0,1,1,1,0,1 1
0,4,0,1,0,1,1,1,1 1
6,3,27,0,1,1,1,0,1 1
0,4,12,1,0,1,1,1,1 1
7,4,29,0,1,1,1,0,1 1
0,4,0,1,0,1,1,1,1 1
6,4,33,0,1,1,1,0,1 1
0,4,13,1,0,1,1,1,1 1
6,4,33,0,1,1,1,0,1 1
9,4,35,1,3,1,1,1,1 1
0,4,14,1,0,1,1,1,1 1
7,4,35,0,1,1,1,0,1 1
0,4,15,1,0,1,1,1,1 1
6,4,42,0,1,1,1,0,1 1
0,4,0,1,0,1,1,1,1 1
6,36,44,0,1,1,1,0,1 1
0,4,0,1,0,1,1,1,1 1
34,5,82,0,1,1,1,0,1 1
78,25,52,0,1,1,1,0,1 1
0,2,7,1,0,1,1,1,1 1
60,4,32,11,13,1,1,11,1 1
68,37,37,0,1,1,1,0,1 1
0,4,13,1,0,1,1,1,1 1
6,4,34,0,1,1,1,0,1 1
0,4,12,1,0,1,1,1,1 1
20,4,32,1,4,1,1,1,1 1
0,4,13,1,0,1,1,1,1 1
6,4,34,0,1,1,1,0,1 1
6,4,25,0,1,1,1,0,1 1
0,3,0,1,0,1,1,1,1 1
5,3,44,0,1,1,1,0,1 1
7,5,58,0,1,1,1,0,1 1
16,4,33,1,3,1,1,1,1 1
0,14,0,1,0,1,1,1,1 1
22,5,47,0,1,1,1,0,1 1
0,4,15,1,0,1,1,1,1 1
6,4,33,0,1,1,1,0,1 1
0,4,13,1,0,1,1,1,1 1
