0,4,0,1,0,1,1,1,1 1
200,5,36,0,1,1,1,0,1 1
0,4,11,1,0,1,1,1,1 1
62,2,17,13,15,1,1,13,1 1
6,4,38,0,1,1,1,0,1 1
0,5,15,1,0,1,1,1,1 1
6,4,33,0,1,1,1,0,1 1
0,4,15,1,0,1,1,1,1 1
6,4,50,0,1,1,1,0,1 1
0,3,11,1,0,1,1,1,1 1
20,4,32,3,5,1,1,3,1 1
0,4,13,1,0,1,1,1,1 1
4,4,32,0,1,1,1,0,1 1
0,4,12,1,0,1,1,1,1 1
16,4,34,1,3,1,1,1,1 1
0,6,38,1,0,1,1,1,1 1
8,4,45,0,1,1,1,0,1 1
0,4,14,1,0,1,1,1,1 1
6,4,34,0,1,1,1,0,1 1
0,4,15,1,0,1,1,1,1 1
6,4,33,0,1,1,1,0,1 1
37,5,131,0,1,1,1,0,1 1
6,25,34,0,1,1,1,0,1 1
0,4,13,1,0,1,1,1,1 1
7,4,34,0,1,1,1,0,1 1
0,4,11,1,0,1,1,1,1 1
24,4,48,3,5,1,1,3,1 1
0,4,16,1,0,1,1,1,1 1
6,4,34,0,1,1,1,0,1 1
0,3,0,1,0,1,1,1,1 1
0,7,35,0,0,2,2,0,1 1
0,7,35,0,0,2,2,0,1 1
0,7,35,0,0,2,2,0,1 1
0,7,35,0,0,2,2,0,1 1
0,7,35,0,0,2,2,0,1 1
0,7,35,0,0,2,2,0,1 1
0,7,35,0,0,2,2,0,1 1
0,7,35,0,0,2,2,0,1 1
0,7,35,0,0,2,2,0,1 1
0,4,14,1,0,1,1,1,1 1
7,4,33,0,1,1,1,0,1 1
0,4,15,1,0,1,1,1,1 1
6,4,35,0,1,1,1,0,1 1
0,5,17,1,0,1,1,1,1 1
9,4,32,0,1,1,1,0,1 1
0,4,15,1,0,1,1,1,1 1
6,4,32,0,1,1,1,0,1 1
0,4,11,1,0,1,1,1,1 1
70,4,32,13,15,1,1,13,1 1
0,4,15,1,0,1,1,1,1 1
6,4,34,0,1,1,1,0,1 1
0,4,15,1,0,1,1,1,1 1
7,4,34,0,1,1,1,0,1 1
0,4,15,1,0,1,1,1,1 1
7,5,34,0,1,1,1,0,1 1
0,4,13,1,0,1,1,1,1 1
7,4,33,0,1,1,1,0,1 1
0,4,16,1,0,1,1,1,1 1
6,4,33,0,1,1,1,0,1 1
0,5,15,1,0,1,1,1,1 1
0,4,14,1,0,1,1,1,1 1
7,4,33,0,1,1,1,0,1 1
0,12,0,1,0,1,1,1,1 1
34,2,47,0,1,1,1,0,1 1
0,35,0,1,0,1,1,1,1 1
6,3,37,0,1,1,1,0,1 1
0,4,11,1,0,1,1,1,1 1
39,2,22,7,9,1,1,7,1 1
0,4,14,1,0,1,1,1,1 1
6,4,35,0,1,1,1,0,1 1
0,4,15,1,0,1,1,1,1 1
7,5,32,0,1,1,1,0,1 1
0,4,15,1,0,1,1,1,1 1
6,4,33,0,1,1,1,0,1 1
0,4,12,1,0,1,1,1,1 1
6,4,30,0,1,1,1,0,1 1
0,4,0,1,0,1,1,1,1 1
7,4,34,0,1,1,1,0,1 1
0,4,15,1,0,1,1,1,1 1
6,3,32,0,1,1,1,0,1 1
0,5,17,1,0,1,1,1,1 1
7,3,33,0,1,1,1,0,1 1
0,4,15,1,0,1,1,1,1 1
6,4,33,0,1,1,1,0,1 1
0,4,16,1,0,1,1,1,1 1
7,4,47,0,1,1,1,0,1 1
0,4,0,1,0,1,1,1,1 1
6,4,31,0,1,1,1,0,1 1
0,4,15,1,0,1,1,1,1 1
6,5,32,0,1,1,1,0,1 1
0,6,0,1,0,1,1,1,1 1
7,6,46,0,1,1,1,0,1 1
26,15,95,1,3,1,1,1,1 1
0,5,15,1,0,1,1,1,1 1
6,4,36,0,1,1,1,0,1 1
0,5,0,1,0,1,1,1,1 1
37,4,30,0,1,1,1,0,1 1
0,2,0,1,0,1,1,1,1 1
24,2,17,0,1,1,1,0,1 1
0,4,0,1,0,1,1,1,1 1
6,5,41,0,1,1,1,0,1 1
0,4,14,1,0,1,1,1,1 1
6,4,33,0,1,1,1,0,1 1
0,4,0,1,0,1,1,1,1 1
7,35,27,0,1,1,1,0,1 1
0,4,15,1,0,1,1,1,1 1
7,5,34,0,1,1,1,0,1 1
118,5,45,0,1,1,1,0,1 1
77,5,32,0,1,1,1,0,1 1
0,4,15,1,0,1,1,1,1 1
5,3,29,0,1,1,1,0,1 1
0,5,0,1,0,1,1,1,1 1
0,5,0,1,0,1,1,1,1 1
9,4,41,0,1,1,1,0,1 1
0,22,18,1,0,1,1,1,1 1
6,5,51,0,1,1,1,0,1 1
0,4,15,1,0,1,1,1,1 1
7,4,33,0,1,1,1,0,1 1
0,4,11,1,0,1,1,1,1 1
60,4,35,11,13,1,1,11,1 1
0,5,16,1,0,1,1,1,1 1
6,4,35,0,1,1,1,0,1 1
0,4,10,1,0,1,1,1,1 1
6,4,33,0,1,1,1,0,1 1
0,5,15,1,0,1,1,1,1 1
6,4,33,0,1,1,1,0,1 1
0,4,17,1,0,1,1,1,1 1
7,4,33,0,1,1,1,0,1 1
0,2,0,1,0,1,1,1,1 1
3,2,17,0,1,1,1,0,1 1
0,2,11,1,0,1,1,1,1 1
10,2,89,1,3,1,1,1,1 1
0,3,13,1,0,1,1,1,1 1
10,4,32,0,1,1,1,0,1 1
7,167,165,0,1,1,1,0,1 1
84,303,90,0,1,1,1,0,1 1
0,10,73,0,0,2,2,0,1 1
0,10,73,0,0,2,2,0,1 1
0,10,73,0,0,2,2,0,1 1
0,10,73,0,0,2,2,0,1 1
0,10,73,0,0,2,2,0,1 1
0,10,73,0,0,2,2,0,1 1
0,10,73,0,0,2,2,0,1 1
0,10,73,0,0,2,2,0,1 1
0,10,73,0,0,2,2,0,1 1
0,10,73,0,0,2,2,0,1 1
32,4,36,0,1,1,1,0,1 1
8,5,115,0,1,1,1,0,1 1
0,4,11,1,0,1,1,1,1 1
15,4,33,1,3,1,1,1,1 1
0,4,0,1,0,1,1,1,1 1
0,4,27,0,0,1,1,0,1 1
0,5,13,1,0,1,1,1,1 1
6,4,32,0,1,1,1,0,1 1
0,4,0,1,0,1,1,1,1 1
0,4,11,1,0,1,1,1,1 1
15,4,42,1,3,1,1,1,1 1
10,145,227,0,1,1,1,0,1 1
0,4,0,1,0,1,1,1,1 1
6,4,26,0,1,1,1,0,1 1
0,4,14,1,0,1,1,1,1 1
7,4,32,0,1,1,1,0,1 1
0,4,14,1,0,1,1,1,1 1
6,4,33,0,1,1,1,0,1 1
0,5,16,1,0,1,1,1,1 1
7,4,32,0,1,1,1,0,1 1
0,4,15,1,0,1,1,1,1 1
7,4,32,0,1,1,1,0,1 1
0,4,15,1,0,1,1,1,1 1
6,4,34,0,1,1,1,0,1 1
0,4,15,1,0,1,1,1,1 1
6,4,33,0,1,1,1,0,1 1
0,5,13,1,0,1,1,1,1 1
6,4,34,0,1,1,1,0,1 1
0,4,16,1,0,1,1,1,1 1
6,4,30,0,1,1,1,0,1 1
0,4,15,1,0,1,1,1,1 1
6,4,35,0,1,1,1,0,1 1
0,6,18,1,0,1,1,1,1 1
7,4,32,0,1,1,1,0,1 1
12,4,27,0,1,1,1,0,1 1
200,25,40,0,2,1,1,0,1 1
0,4,11,1,0,1,1,1,1 1
17,4,33,1,3,1,1,1,1 1
0,4,15,1,0,1,1,1,1 1
6,4,32,0,1,1,1,0,1 1
6,16,34,0,1,1,1,0,1 1
0,4,0,1,0,1,1,1,1 1
0,4,11,1,0,1,1,1,1 1
43,5,32,7,9,1,1,7,1 1
0,5,13,1,0,1,1,1,1 1
7,4,34,0,1,1,1,0,1 1
