sock_write_iter,sockfd_lookup_light,sock_read_iter,sock_recvmsg,sock_write_iter_count,sockfd_lookup_light_count,sock_read_iter_count,sock_recvmsg_count,class
6,52,3,29,1,1,1,1,1
5,63,3,27,1,1,1,1,1
5,52,4,29,1,1,1,1,1
6,49,4,30,1,1,1,1,1
6,52,4,54,1,1,1,1,1
3,27,2,37,1,1,1,1,1
8,63,7,37,1,1,1,1,1
6,51,4,28,1,1,1,1,1
5,52,4,31,1,1,1,1,1
5,50,3,30,1,1,1,1,1
6,51,4,30,1,1,1,1,1
3,27,2,27,1,1,1,1,1
6,53,4,29,1,1,1,1,1
5,49,4,28,1,1,1,1,1
6,50,3,30,1,1,1,1,1
6,48,4,26,1,1,1,1,1
6,50,4,29,1,1,1,1,1
4,33,2,16,1,1,1,1,1
6,51,4,29,1,1,1,1,1
6,50,4,30,1,1,1,1,1
6,49,4,29,1,1,1,1,1
5,52,4,28,1,1,1,1,1
6,49,4,29,1,1,1,1,1
4,42,3,23,1,1,1,1,1
6,50,4,29,1,1,1,1,1
7,50,4,29,1,1,1,1,1
6,52,4,42,1,1,1,1,1
6,49,4,28,1,1,1,1,1
11,54,4,29,1,1,1,1,1
11,53,5,29,1,1,1,1,1
34,53,4,28,1,1,1,1,1
6,49,4,29,1,1,1,1,1
11,53,4,28,1,1,1,1,1
6,50,4,29,1,1,1,1,1
6,51,3,27,1,1,1,1,1
6,49,4,30,1,1,1,1,1
5,47,4,28,1,1,1,1,1
11,55,4,29,1,1,1,1,1
6,71,4,29,1,1,1,1,1
6,52,4,29,1,1,1,1,1
6,49,4,30,1,1,1,1,1
12,51,4,48,1,1,1,1,1
7,49,4,29,1,1,1,1,1
6,52,4,29,1,1,1,1,1
11,52,4,40,1,1,1,1,1
11,53,4,28,1,1,1,1,1
6,50,4,30,1,1,1,1,1
10,55,3,27,1,1,1,1,1
6,50,4,30,1,1,1,1,1
7,50,4,39,1,1,1,1,1
6,51,4,29,1,1,1,1,1
6,48,3,27,1,1,1,1,1
5,51,3,28,1,1,1,1,1
5,47,4,27,1,1,1,1,1
6,51,4,35,1,1,1,1,1
6,51,4,29,1,1,1,1,1
6,55,4,26,1,1,1,1,1
6,56,4,29,1,1,1,1,1
6,55,4,29,1,1,1,1,1
6,59,4,29,1,1,1,1,1
6,50,3,29,1,1,1,1,1
5,52,3,30,1,1,1,1,1
6,50,4,29,1,1,1,1,1
6,62,4,39,1,1,1,1,1
6,56,4,39,1,1,1,1,1
5,48,4,27,1,1,1,1,1
6,45,4,27,1,1,1,1,1
6,50,4,29,1,1,1,1,1
6,52,4,30,1,1,1,1,1
9,51,4,28,1,1,1,1,1
6,50,4,28,1,1,1,1,1
5,51,4,29,1,1,1,1,1
6,50,3,28,1,1,1,1,1
6,52,4,29,1,1,1,1,1
6,49,4,29,1,1,1,1,1
6,54,4,29,1,1,1,1,1
6,50,4,29,1,1,1,1,1
11,54,3,28,1,1,1,1,1
5,50,4,30,1,1,1,1,1
6,50,4,29,1,1,1,1,1
6,39,4,39,1,1,1,1,1
10,53,3,34,1,1,1,1,1
5,51,4,31,1,1,1,1,1
6,50,4,29,1,1,1,1,1
6,52,4,30,1,1,1,1,1
6,49,4,29,1,1,1,1,1
6,52,4,29,1,1,1,1,1
6,50,4,26,1,1,1,1,1
6,52,4,29,1,1,1,1,1
6,51,3,30,1,1,1,1,1
6,84,4,29,1,1,1,1,1
6,52,4,29,1,1,1,1,1
6,51,4,29,1,1,1,1,1
6,50,4,26,1,1,1,1,1
6,50,4,27,1,1,1,1,1
11,55,3,28,1,1,1,1,1
6,50,4,30,1,1,1,1,1
6,50,3,29,1,1,1,1,1
5,49,3,27,1,1,1,1,1
6,50,4,40,1,1,1,1,1
6,60,4,30,1,1,1,1,1
6,46,4,26,1,1,1,1,1
6,52,3,30,1,1,1,1,1
6,49,4,27,1,1,1,1,1
6,82,3,29,1,1,1,1,1
6,52,4,30,1,1,1,1,1
6,50,4,29,1,1,1,1,1
6,52,4,29,1,1,1,1,1
6,50,4,31,1,1,1,1,1
11,52,4,29,1,1,1,1,1
6,51,5,29,1,1,1,1,1
6,50,3,29,1,1,1,1,1
6,62,4,27,1,1,1,1,1
6,50,3,29,1,1,1,1,1
6,51,5,30,1,1,1,1,1
6,50,4,29,1,1,1,1,1
6,52,4,29,1,1,1,1,1
6,51,4,30,1,1,1,1,1
6,52,3,30,1,1,1,1,1
10,50,4,30,1,1,1,1,1
10,54,4,29,1,1,1,1,1
6,51,3,30,1,1,1,1,1
6,50,5,29,1,1,1,1,1
6,52,4,29,1,1,1,1,1
6,50,4,29,1,1,1,1,1
6,50,4,28,1,1,1,1,1
6,51,3,29,1,1,1,1,1
11,52,4,30,1,1,1,1,1
6,50,4,29,1,1,1,1,1
6,52,4,29,1,1,1,1,1
6,50,4,30,1,1,1,1,1
6,52,3,30,1,1,1,1,1
6,50,4,29,1,1,1,1,1
6,50,4,30,1,1,1,1,1
6,52,4,30,1,1,1,1,1
6,51,4,28,1,1,1,1,1
6,51,4,29,1,1,1,1,1
6,50,3,30,1,1,1,1,1
11,52,4,29,1,1,1,1,1
6,51,3,30,1,1,1,1,1
5,49,4,26,1,1,1,1,1
6,50,4,30,1,1,1,1,1
6,74,4,27,1,1,1,1,1
6,50,4,31,1,1,1,1,1
6,49,3,28,1,1,1,1,1
6,51,4,30,1,1,1,1,1
7,52,4,30,1,1,1,1,1
6,50,4,29,1,1,1,1,1
6,51,4,30,1,1,1,1,1
8,51,4,30,1,1,1,1,1
6,52,4,30,1,1,1,1,1
6,50,4,30,1,1,1,1,1
5,52,5,29,1,1,1,1,1
6,50,3,29,1,1,1,1,1
6,50,4,28,1,1,1,1,1
5,52,4,29,1,1,1,1,1
6,56,4,29,1,1,1,1,1
6,50,4,29,1,1,1,1,1
6,50,3,29,1,1,1,1,1
6,52,4,47,1,1,1,1,1
6,50,4,30,1,1,1,1,1
5,48,4,27,1,1,1,1,1
6,52,3,29,1,1,1,1,1
5,50,4,27,1,1,1,1,1
10,53,4,31,1,1,1,1,1
21,54,4,30,1,1,1,1,1
6,51,5,39,1,1,1,1,1
6,50,4,26,1,1,1,1,1
6,51,4,29,1,1,1,1,1
5,51,4,29,1,1,1,1,1
6,51,4,27,1,1,1,1,1
6,50,4,29,1,1,1,1,1
11,52,4,29,1,1,1,1,1
6,52,4,29,1,1,1,1,1
5,50,4,27,1,1,1,1,1
6,50,4,29,1,1,1,1,1
6,50,4,29,1,1,1,1,1
6,52,5,39,1,1,1,1,1
6,51,4,29,1,1,1,1,1
6,50,4,28,1,1,1,1,1
6,50,4,26,1,1,1,1,1
6,49,4,28,1,1,1,1,1
6,51,4,29,1,1,1,1,1
6,63,3,30,1,1,1,1,1
7,50,3,36,1,1,1,1,1
6,52,4,29,1,1,1,1,1
6,50,4,26,1,1,1,1,1
5,38,4,30,1,1,1,1,1
6,50,4,29,1,1,1,1,1
12,54,3,29,1,1,1,1,1
6,50,4,29,1,1,1,1,1
6,51,4,29,1,1,1,1,1
6,52,6,30,1,1,1,1,1
6,50,4,29,1,1,1,1,1
6,52,3,29,1,1,1,1,1
8,91,3,29,1,1,1,1,1
6,52,4,52,1,1,1,1,1
6,49,4,29,1,1,1,1,1
6,52,4,27,1,1,1,1,1
6,50,4,29,1,1,1,1,1
6,52,4,29,1,1,1,1,1
6,50,4,28,1,1,1,1,1
6,50,4,28,1,1,1,1,1
5,50,4,28,1,1,1,1,1
6,50,3,29,1,1,1,1,1
0,24,0,0,0,1,0,0,1
0,19,0,0,0,1,0,0,1
0,24,0,0,0,1,0,0,1
0,19,0,0,0,1,0,0,1
0,24,0,0,0,1,0,0,1
0,19,0,0,0,1,0,0,1
6,41,4,29,1,1,1,1,1
6,39,4,29,1,1,1,1,1
5,39,4,28,1,1,1,1,1
6,39,5,30,1,1,1,1,1
6,39,4,29,1,1,1,1,1
0,20,0,0,0,1,0,0,1
0,19,0,0,0,1,0,0,1
0,20,0,0,0,1,0,0,1
0,19,0,0,0,1,0,0,1
6,49,4,28,1,1,1,1,1
14,47,4,28,1,1,1,1,1
0,21,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
6,39,4,26,1,1,1,1,1
5,43,4,29,1,1,1,1,1
0,19,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
6,44,4,29,1,1,1,1,1
0,20,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
6,42,4,29,1,1,1,1,1
6,43,4,29,1,1,1,1,1
5,43,4,30,1,1,1,1,1
14,38,4,30,1,1,1,1,1
5,39,4,30,1,1,1,1,1
6,38,4,29,1,1,1,1,1
6,39,3,30,1,1,1,1,1
0,20,0,0,0,1,0,0,1
0,18,0,0,0,1,0,0,1
6,43,3,30,1,1,1,1,1
6,43,4,28,1,1,1,1,1
6,38,4,29,1,1,1,1,1
0,20,0,0,0,1,0,0,1
0,22,0,0,0,1,0,0,1
6,52,4,28,1,1,1,1,1
6,45,4,37,1,1,1,1,1
6,39,4,29,1,1,1,1,1
0,16,0,0,0,1,0,0,1
0,19,0,0,0,1,0,0,1
5,39,4,29,1,1,1,1,1
6,38,4,29,1,1,1,1,1
7,43,4,30,1,1,1,1,1
6,42,4,30,1,1,1,1,1
6,38,4,30,1,1,1,1,1
6,38,4,30,1,1,1,1,1
11,38,3,30,1,1,1,1,1
6,37,4,29,1,1,1,1,1
11,41,4,29,1,1,1,1,1
6,39,4,29,1,1,1,1,1
6,40,3,30,1,1,1,1,1
0,18,0,0,0,1,0,0,1
0,20,0,0,0,1,0,0,1
6,38,4,29,1,1,1,1,1
6,39,4,29,1,1,1,1,1
6,64,4,30,1,1,1,1,1
6,80,4,29,1,1,1,1,1
6,43,4,30,1,1,1,1,1
6,42,4,29,1,1,1,1,1
6,38,4,29,1,1,1,1,1
11,39,3,29,1,1,1,1,1
6,39,4,31,1,1,1,1,1
6,38,4,29,1,1,1,1,1
0,21,0,0,0,1,0,0,1
0,18,0,0,0,1,0,0,1
6,43,3,30,1,1,1,1,1
6,43,15,27,1,1,1,1,1
6,38,4,29,1,1,1,1,1
0,19,0,0,0,1,0,0,1
0,20,0,0,0,1,0,0,1
6,38,4,29,1,1,1,1,1
11,43,4,29,1,1,1,1,1
0,19,0,0,0,1,0,0,1
0,19,0,0,0,1,0,0,1
6,51,4,30,1,1,1,1,1
0,22,0,0,0,1,0,0,1
0,19,0,0,0,1,0,0,1
6,47,4,29,1,1,1,1,1
13,39,4,29,1,1,1,1,1
6,42,4,29,1,1,1,1,1
6,49,3,29,1,1,1,1,1
6,39,4,29,1,1,1,1,1
0,21,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
5,43,3,30,1,1,1,1,1
0,20,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
6,43,4,29,1,1,1,1,1
6,38,3,29,1,1,1,1,1
11,47,4,29,1,1,1,1,1
6,43,4,29,1,1,1,1,1
0,20,0,0,0,1,0,0,1
0,20,0,0,0,1,0,0,1
5,43,4,29,1,1,1,1,1
6,43,4,29,1,1,1,1,1
6,38,4,29,1,1,1,1,1
0,20,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
6,42,4,29,1,1,1,1,1
6,43,4,29,1,1,1,1,1
6,38,4,29,1,1,1,1,1
6,38,4,29,1,1,1,1,1
0,0,0,0,0,0,0,0,1
6,44,4,30,1,1,1,1,1
0,21,0,0,0,1,0,0,1
6,46,4,28,1,1,1,1,1
6,42,4,29,1,1,1,1,1
6,40,3,29,1,1,1,1,1
0,20,0,0,0,1,0,0,1
0,19,0,0,0,1,0,0,1
6,42,3,29,1,1,1,1,1
13,42,4,29,1,1,1,1,1
6,42,4,29,1,1,1,1,1
0,20,0,0,0,1,0,0,1
11,41,3,30,1,1,1,1,1
0,17,0,0,0,1,0,0,1
11,41,3,30,1,1,1,1,1
6,37,3,29,1,1,1,1,1
6,38,4,28,1,1,1,1,1
6,42,4,29,1,1,1,1,1
0,21,0,0,0,1,0,0,1
0,20,0,0,0,1,0,0,1
6,43,4,29,1,1,1,1,1
6,38,4,29,1,1,1,1,1
6,38,3,29,1,1,1,1,1
6,67,4,29,1,1,1,1,1
0,20,0,0,0,1,0,0,1
0,25,0,0,0,1,0,0,1
0,20,0,0,0,1,0,0,1
0,25,0,0,0,1,0,0,1
6,50,3,29,1,1,1,1,1
0,20,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
7,41,4,29,1,1,1,1,1
6,38,4,29,1,1,1,1,1
6,38,4,30,1,1,1,1,1
6,39,4,29,1,1,1,1,1
6,42,3,29,1,1,1,1,1
0,20,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
6,41,3,29,1,1,1,1,1
14,38,4,30,1,1,1,1,1
0,21,0,0,0,1,0,0,1
0,19,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
0,19,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
0,19,0,0,0,1,0,0,1
5,44,4,29,1,1,1,1,1
0,21,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
6,50,4,30,1,1,1,1,1
13,43,4,30,1,1,1,1,1
6,39,4,30,1,1,1,1,1
6,43,4,29,1,1,1,1,1
6,63,4,28,1,1,1,1,1
0,20,0,0,0,1,0,0,1
0,19,0,0,0,1,0,0,1
5,38,4,29,1,1,1,1,1
13,38,4,30,1,1,1,1,1
6,38,4,29,1,1,1,1,1
0,19,0,0,0,1,0,0,1
0,20,0,0,0,1,0,0,1
5,43,4,29,1,1,1,1,1
6,42,4,29,1,1,1,1,1
0,22,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
6,42,4,29,1,1,1,1,1
0,19,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
6,42,4,28,1,1,1,1,1
0,19,0,0,0,1,0,0,1
0,20,0,0,0,1,0,0,1
7,42,4,29,1,1,1,1,1
6,38,4,29,1,1,1,1,1
5,46,4,30,1,1,1,1,1
0,19,0,0,0,1,0,0,1
0,19,0,0,0,1,0,0,1
6,43,3,30,1,1,1,1,1
11,41,4,29,1,1,1,1,1
11,44,4,29,1,1,1,1,1
0,19,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
14,55,6,36,1,1,1,1,1
6,39,4,29,1,1,1,1,1
0,19,0,0,0,1,0,0,1
0,20,0,0,0,1,0,0,1
4,31,3,22,1,1,1,1,1
6,42,3,29,1,1,1,1,1
0,19,0,0,0,1,0,0,1
0,20,0,0,0,1,0,0,1
6,42,4,29,1,1,1,1,1
5,43,4,29,1,1,1,1,1
0,20,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
6,42,4,28,1,1,1,1,1
0,20,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
0,20,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
0,20,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
6,42,4,30,1,1,1,1,1
6,41,4,30,1,1,1,1,1
0,20,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
6,42,4,29,1,1,1,1,1
0,20,0,0,0,1,0,0,1
0,20,0,0,0,1,0,0,1
6,43,4,30,1,1,1,1,1
6,38,4,29,1,1,1,1,1
0,21,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
6,42,4,49,1,1,1,1,1
0,20,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
6,43,4,29,1,1,1,1,1
5,39,4,29,1,1,1,1,1
0,21,0,0,0,1,0,0,1
0,20,0,0,0,1,0,0,1
6,48,4,29,1,1,1,1,1
3,25,2,16,1,1,1,1,1
0,20,0,0,0,1,0,0,1
0,20,0,0,0,1,0,0,1
6,68,3,29,1,1,1,1,1
6,43,4,30,1,1,1,1,1
0,21,0,0,0,1,0,0,1
0,20,0,0,0,1,0,0,1
6,42,4,29,1,1,1,1,1
6,61,4,29,1,1,1,1,1
7,40,4,29,1,1,1,1,1
0,20,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
5,41,4,29,1,1,1,1,1
6,38,4,30,1,1,1,1,1
6,39,4,29,1,1,1,1,1
14,38,3,29,1,1,1,1,1
6,43,4,30,1,1,1,1,1
6,43,4,30,1,1,1,1,1
0,21,0,0,0,1,0,0,1
0,19,0,0,0,1,0,0,1
6,38,4,29,1,1,1,1,1
14,38,4,29,1,1,1,1,1
6,39,3,30,1,1,1,1,1
6,38,4,30,1,1,1,1,1
6,43,4,29,1,1,1,1,1
6,43,3,29,1,1,1,1,1
0,22,0,0,0,1,0,0,1
0,19,0,0,0,1,0,0,1
11,43,4,29,1,1,1,1,1
7,47,4,29,1,1,1,1,1
6,47,4,30,1,1,1,1,1
0,21,0,0,0,1,0,0,1
0,20,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
0,20,0,0,0,1,0,0,1
6,43,4,29,1,1,1,1,1
14,43,3,30,1,1,1,1,1
6,43,4,29,1,1,1,1,1
6,39,4,29,1,1,1,1,1
6,39,4,30,1,1,1,1,1
6,38,4,29,1,1,1,1,1
0,19,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
0,19,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
0,19,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
0,19,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
12,53,4,30,1,1,1,1,1
6,45,4,29,1,1,1,1,1
6,41,4,28,1,1,1,1,1
6,43,3,30,1,1,1,1,1
6,38,4,29,1,1,1,1,1
6,37,4,29,1,1,1,1,1
6,39,4,30,1,1,1,1,1
0,19,0,0,0,1,0,0,1
0,20,0,0,0,1,0,0,1
6,39,4,30,1,1,1,1,1
6,64,4,30,1,1,1,1,1
6,44,4,29,1,1,1,1,1
6,42,3,29,1,1,1,1,1
0,20,0,0,0,1,0,0,1
0,19,0,0,0,1,0,0,1
6,39,4,29,1,1,1,1,1
11,44,3,29,1,1,1,1,1
6,43,4,29,1,1,1,1,1
0,20,0,0,0,1,0,0,1
0,19,0,0,0,1,0,0,1
6,40,4,29,1,1,1,1,1
6,41,3,29,1,1,1,1,1
6,38,3,29,1,1,1,1,1
0,21,0,0,0,1,0,0,1
0,20,0,0,0,1,0,0,1
6,43,4,30,1,1,1,1,1
6,43,4,29,1,1,1,1,1
0,20,0,0,0,1,0,0,1
0,22,0,0,0,1,0,0,1
0,20,0,0,0,1,0,0,1
0,22,0,0,0,1,0,0,1
0,20,0,0,0,1,0,0,1
0,22,0,0,0,1,0,0,1
11,76,4,29,1,1,1,1,1
7,42,4,28,1,1,1,1,1
0,20,0,0,0,1,0,0,1
0,20,0,0,0,1,0,0,1
6,38,4,30,1,1,1,1,1
0,22,0,0,0,1,0,0,1
0,20,0,0,0,1,0,0,1
6,40,4,30,1,1,1,1,1
6,41,4,29,1,1,1,1,1
0,19,0,0,0,1,0,0,1
0,22,0,0,0,1,0,0,1
6,38,4,29,1,1,1,1,1
6,39,4,30,1,1,1,1,1
5,39,4,30,1,1,1,1,1
6,43,4,29,1,1,1,1,1
6,43,4,30,1,1,1,1,1
6,38,3,30,1,1,1,1,1
11,39,4,29,1,1,1,1,1
0,21,0,0,0,1,0,0,1
0,19,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
0,19,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
0,19,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
0,19,0,0,0,1,0,0,1
6,46,4,29,1,1,1,1,1
6,42,4,28,1,1,1,1,1
11,42,3,29,1,1,1,1,1
0,21,0,0,0,1,0,0,1
0,19,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
0,19,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
0,19,0,0,0,1,0,0,1
6,43,4,28,1,1,1,1,1
6,43,4,29,1,1,1,1,1
6,43,4,30,1,1,1,1,1
0,20,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
7,39,4,29,1,1,1,1,1
6,42,4,28,1,1,1,1,1
0,20,0,0,0,1,0,0,1
0,23,0,0,0,1,0,0,1
6,38,4,29,1,1,1,1,1
0,20,0,0,0,1,0,0,1
0,23,0,0,0,1,0,0,1
6,46,4,28,1,1,1,1,1
6,42,4,29,1,1,1,1,1
6,42,3,29,1,1,1,1,1
