sock_write_iter,sockfd_lookup_light,sock_read_iter,sock_recvmsg,sock_write_iter_count,sockfd_lookup_light_count,sock_read_iter_count,sock_recvmsg_count,class
4,9,9,75,1,1,3,3,1
6,12,12,97,1,1,3,3,1
6,12,14,114,1,1,3,3,1
4,8,8,73,1,1,3,3,1
10,11,12,97,1,1,3,3,1
5,14,23,191,1,1,3,3,1
6,11,12,101,1,1,3,3,1
5,11,13,96,1,1,3,3,1
6,12,13,100,1,1,3,3,1
5,13,13,171,1,1,3,3,1
6,12,13,96,1,1,3,3,1
4,8,10,71,1,1,3,3,1
7,14,13,133,1,1,3,3,1
6,12,11,100,1,1,3,3,1
5,12,14,172,1,1,3,3,1
4,8,11,76,1,1,3,3,1
6,12,24,95,1,1,3,3,1
6,12,12,100,1,1,3,3,1
4,9,9,128,1,1,3,3,1
7,12,13,100,1,1,3,3,1
5,12,13,100,1,1,3,3,1
6,12,13,100,1,1,3,3,1
6,11,14,97,1,1,3,3,1
6,10,11,64,1,1,3,3,1
6,12,12,95,1,1,3,3,1
6,14,37,99,1,1,3,3,1
5,12,13,93,1,1,3,3,1
6,23,13,102,1,1,3,3,1
4,6,7,50,1,1,3,3,1
5,12,12,172,1,1,3,3,1
6,12,13,106,1,1,3,3,1
16,11,13,97,1,1,3,3,1
5,26,12,183,1,1,3,3,1
6,13,23,105,1,1,3,3,1
6,13,14,199,1,1,3,3,1
6,24,14,114,1,1,3,3,1
15,10,11,84,1,1,3,3,1
7,14,14,99,1,1,3,3,1
5,12,13,108,1,1,3,3,1
5,14,12,175,1,1,3,3,1
5,14,22,196,1,1,3,3,1
4,9,8,99,1,1,3,3,1
4,8,10,68,1,1,3,3,1
6,12,13,91,1,1,3,3,1
4,7,10,69,1,1,3,3,1
6,23,13,180,1,1,3,3,1
6,11,15,106,1,1,3,3,1
8,12,13,97,1,1,3,3,1
16,32,13,127,1,1,3,3,1
6,12,14,182,1,1,3,3,1
5,9,10,83,1,1,3,3,1
5,13,13,172,1,1,3,3,1
5,12,12,95,1,1,3,3,1
6,22,11,96,1,1,3,3,1
5,12,14,124,1,1,3,3,1
15,9,9,131,1,1,3,3,1
6,12,23,172,1,1,3,3,1
5,17,24,198,1,1,3,3,1
6,12,13,126,1,1,3,3,1
6,12,13,96,1,1,3,3,1
6,12,13,136,1,1,3,3,1
5,12,13,99,1,1,3,3,1
5,13,11,83,1,1,3,3,1
5,22,11,98,1,1,3,3,1
5,12,13,99,1,1,3,3,1
5,11,13,130,1,1,3,3,1
6,12,13,102,1,1,3,3,1
5,9,9,77,1,1,3,3,1
5,13,12,169,1,1,3,3,1
5,11,12,94,1,1,3,3,1
4,10,7,75,1,1,3,3,1
7,12,13,94,1,1,3,3,1
5,12,13,97,1,1,3,3,1
6,11,13,97,1,1,3,3,1
6,12,23,100,1,1,3,3,1
6,12,14,97,1,1,3,3,1
3,11,8,137,1,1,3,3,1
3,5,8,50,1,1,3,3,1
6,11,12,97,1,1,3,3,1
6,12,13,98,1,1,3,3,1
6,13,11,172,1,1,3,3,1
6,22,12,107,1,1,3,3,1
6,12,12,104,1,1,3,3,1
6,12,13,102,1,1,3,3,1
7,13,14,135,1,1,3,3,1
5,12,11,157,1,1,3,3,1
6,10,11,82,1,1,3,3,1
6,12,11,97,1,1,3,3,1
4,9,27,73,1,1,3,3,1
7,14,14,177,1,1,3,3,1
6,12,12,98,1,1,3,3,1
4,9,10,67,1,1,3,3,1
5,11,13,100,1,1,3,3,1
4,9,9,65,1,1,3,3,1
6,12,13,100,1,1,3,3,1
6,12,13,97,1,1,3,3,1
6,12,13,96,1,1,3,3,1
5,23,12,99,1,1,3,3,1
6,22,14,101,1,1,3,3,1
4,9,10,66,1,1,3,3,1
5,23,12,166,1,1,3,3,1
5,12,13,99,1,1,3,3,1
5,15,13,195,1,1,3,3,1
5,13,16,113,1,1,3,3,1
5,15,33,198,1,1,3,3,1
15,8,10,77,1,1,3,3,1
6,11,13,95,1,1,3,3,1
5,11,13,100,1,1,3,3,1
6,11,14,108,1,1,3,3,1
16,11,14,100,1,1,3,3,1
5,15,12,238,1,1,3,3,1
6,16,12,187,1,1,3,3,1
5,15,12,215,1,1,3,3,1
6,12,12,102,1,1,3,3,1
6,12,13,100,1,1,3,3,1
16,12,11,100,1,1,3,3,1
5,12,12,169,1,1,3,3,1
4,8,10,67,1,1,3,3,1
4,9,7,62,1,1,3,3,1
19,33,20,236,1,1,3,3,1
5,12,13,116,1,1,3,3,1
5,13,12,180,1,1,3,3,1
5,22,12,101,1,1,3,3,1
5,13,11,161,1,1,3,3,1
4,9,8,65,1,1,3,3,1
6,11,12,97,1,1,3,3,1
10,10,12,88,1,1,3,3,1
6,15,13,192,1,1,3,3,1
3,6,7,92,1,1,3,3,1
5,12,13,178,1,1,3,3,1
5,12,23,98,1,1,3,3,1
6,16,12,92,1,1,3,3,1
6,12,14,119,1,1,3,3,1
5,12,11,94,1,1,3,3,1
6,12,11,102,1,1,3,3,1
4,8,8,63,1,1,3,3,1
5,11,13,90,1,1,3,3,1
5,11,11,82,1,1,3,3,1
5,12,17,140,1,1,3,3,1
6,12,12,108,1,1,3,3,1
5,12,13,156,1,1,3,3,1
5,21,12,88,1,1,3,3,1
4,9,10,65,1,1,3,3,1
5,11,12,98,1,1,3,3,1
4,19,10,69,1,1,3,3,1
6,12,13,107,1,1,3,3,1
5,11,11,96,1,1,3,3,1
6,11,12,117,1,1,3,3,1
5,16,13,213,1,1,3,3,1
6,12,12,100,1,1,3,3,1
5,9,9,77,1,1,3,3,1
6,11,12,102,1,1,3,3,1
6,13,12,184,1,1,3,3,1
4,9,10,71,1,1,3,3,1
6,12,12,98,1,1,3,3,1
6,12,13,97,1,1,3,3,1
6,11,12,97,1,1,3,3,1
6,12,13,170,1,1,3,3,1
6,12,13,98,1,1,3,3,1
6,12,12,100,1,1,3,3,1
6,12,14,104,1,1,3,3,1
6,12,14,216,1,1,3,3,1
6,17,14,90,1,1,3,3,1
6,12,12,98,1,1,3,3,1
5,11,11,91,1,1,3,3,1
5,11,10,68,1,1,3,3,1
5,11,14,98,1,1,3,3,1
7,14,14,110,1,1,3,3,1
4,9,10,68,1,1,3,3,1
6,12,12,98,1,1,3,3,1
5,11,12,98,1,1,3,3,1
6,12,12,100,1,1,3,3,1
5,12,12,159,1,1,3,3,1
5,24,15,204,1,1,3,3,1
4,7,10,75,1,1,3,3,1
6,26,15,197,1,1,3,3,1
6,11,14,154,1,1,3,3,1
6,12,12,97,1,1,3,3,1
3,6,7,53,1,1,3,3,1
6,13,13,99,1,1,3,3,1
5,21,12,92,1,1,3,3,1
5,15,14,232,1,1,3,3,1
16,43,13,102,1,1,3,3,1
6,13,33,184,1,1,3,3,1
3,9,7,97,1,1,3,3,1
6,12,14,102,1,1,3,3,1
6,12,13,98,1,1,3,3,1
5,11,13,93,1,1,3,3,1
5,13,12,176,1,1,3,3,1
6,12,14,105,1,1,3,3,1
6,14,14,130,1,1,3,3,1
5,11,12,94,1,1,3,3,1
6,11,14,101,1,1,3,3,1
3,8,10,127,1,1,3,3,1
6,12,13,104,1,1,3,3,1
5,9,10,86,1,1,3,3,1
6,12,13,93,1,1,3,3,1
5,12,12,170,1,1,3,3,1
5,11,14,96,1,1,3,3,1
4,9,10,62,1,1,3,3,1
6,12,24,97,1,1,3,3,1
6,12,13,97,1,1,3,3,1
6,12,13,115,1,1,3,3,1
8,16,18,118,1,1,3,3,1
4,9,9,60,1,1,3,3,1
6,11,13,100,1,1,3,3,1
6,22,12,115,1,1,3,3,1
5,12,13,107,1,1,3,3,1
5,22,13,169,1,1,3,3,1
3,16,11,77,1,1,3,3,1
5,11,13,93,1,1,3,3,1
6,22,12,118,1,1,3,3,1
5,11,12,91,1,1,3,3,1
32,12,13,103,1,1,3,3,1
5,11,14,92,1,1,3,3,1
6,11,14,99,1,1,3,3,1
3,9,8,98,1,1,3,3,1
4,9,19,127,1,1,3,3,1
7,18,17,233,1,1,3,3,1
5,13,12,179,1,1,3,3,1
5,25,13,184,1,1,3,3,1
6,12,13,102,1,1,3,3,1
0,19,0,0,0,1,0,0,1
0,25,0,0,0,1,0,0,1
0,19,0,0,0,1,0,0,1
0,25,0,0,0,1,0,0,1
0,19,0,0,0,1,0,0,1
0,25,0,0,0,1,0,0,1
9,72,4,30,3,1,1,1,1
15,927,2,16,3,1,1,1,1
0,21,0,0,0,1,0,0,1
0,20,0,0,0,1,0,0,1
10,83,4,30,3,1,1,1,1
15,1026,4,29,3,1,1,1,1
0,21,0,0,0,1,0,0,1
0,20,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
0,20,0,0,0,1,0,0,1
16,108,3,35,3,1,1,1,1
10,184,2,16,3,1,1,1,1
14,178,4,29,3,1,1,1,1
0,19,0,0,0,1,0,0,1
0,20,0,0,0,1,0,0,1
0,19,0,0,0,1,0,0,1
0,20,0,0,0,1,0,0,1
0,19,0,0,0,1,0,0,1
0,20,0,0,0,1,0,0,1
15,1054,3,29,3,1,1,1,1
14,180,4,29,3,1,1,1,1
14,89,3,49,3,1,1,1,1
15,235,4,30,3,1,1,1,1
17,205,4,41,3,1,1,1,1
0,21,0,0,0,1,0,0,1
0,18,0,0,0,1,0,0,1
16,111,4,30,3,1,1,1,1
5,35,14,183,1,1,3,3,1
3,16,11,208,1,1,3,3,1
2,9,7,110,1,1,3,3,1
6,16,13,242,1,1,3,3,1
5,12,13,188,1,1,3,3,1
5,12,12,187,1,1,3,3,1
6,15,12,188,1,1,3,3,1
7,66,4,30,1,1,1,1,1
5,37,4,34,1,1,1,1,1
19,176,5,49,3,1,1,1,1
15,177,6,121,3,1,1,1,1
4,38,4,30,1,1,1,1,1
13,59,4,30,3,1,1,1,1
7,45,4,31,1,1,1,1,1
13,108,4,29,3,1,1,1,1
4,37,4,30,1,1,1,1,1
17,168,3,30,3,1,1,1,1
0,21,0,0,0,1,0,0,1
0,18,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
0,18,0,0,0,1,0,0,1
14,176,4,29,3,1,1,1,1
14,106,4,30,3,1,1,1,1
16,176,3,29,3,1,1,1,1
0,22,0,0,0,1,0,0,1
0,22,0,0,0,1,0,0,1
0,22,0,0,0,1,0,0,1
0,22,0,0,0,1,0,0,1
6,43,4,29,1,1,1,1,1
15,179,4,30,3,1,1,1,1
6,48,4,30,1,1,1,1,1
16,110,4,30,3,1,1,1,1
11,48,4,29,1,1,1,1,1
17,171,4,30,3,1,1,1,1
0,20,0,0,0,1,0,0,1
0,20,0,0,0,1,0,0,1
0,20,0,0,0,1,0,0,1
0,20,0,0,0,1,0,0,1
11,47,4,30,1,1,1,1,1
7,43,4,30,1,1,1,1,1
7,44,4,29,1,1,1,1,1
7,43,4,29,1,1,1,1,1
12,48,3,56,1,1,1,1,1
0,18,0,0,0,1,0,0,1
0,20,0,0,0,1,0,0,1
0,18,0,0,0,1,0,0,1
0,20,0,0,0,1,0,0,1
0,18,0,0,0,1,0,0,1
0,20,0,0,0,1,0,0,1
17,181,4,29,3,1,1,1,1
16,195,4,29,3,1,1,1,1
0,20,0,0,0,1,0,0,1
0,22,0,0,0,1,0,0,1
12,47,4,29,1,1,1,1,1
6,42,4,29,1,1,1,1,1
7,45,3,31,1,1,1,1,1
0,22,0,0,0,1,0,0,1
0,20,0,0,0,1,0,0,1
6,42,4,30,1,1,1,1,1
11,47,4,29,1,1,1,1,1
0,21,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
15,186,3,29,3,1,1,1,1
17,185,4,30,3,1,1,1,1
17,180,4,29,3,1,1,1,1
0,21,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
6,41,4,29,1,1,1,1,1
6,43,3,29,1,1,1,1,1
6,50,4,30,1,1,1,1,1
0,21,0,0,0,1,0,0,1
0,22,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
0,22,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
0,22,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
0,22,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
0,22,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
0,22,0,0,0,1,0,0,1
6,46,4,29,1,1,1,1,1
3,23,2,17,1,1,1,1,1
0,13,0,0,0,1,0,0,1
0,22,0,0,0,1,0,0,1
63,129,4,29,15,1,1,1,1
53,139,4,29,12,1,1,1,1
60,79,4,29,16,1,1,1,1
0,21,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
52,124,4,30,13,1,1,1,1
0,21,0,0,0,1,0,0,1
0,18,0,0,0,1,0,0,1
36,4484,4,30,9,1,1,1,1
7,44,4,29,1,1,1,1,1
7,44,4,30,1,1,1,1,1
0,21,0,0,0,1,0,0,1
0,19,0,0,0,1,0,0,1
7,43,4,30,1,1,1,1,1
0,21,0,0,0,1,0,0,1
0,19,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
0,19,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
0,19,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
0,19,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
0,19,0,0,0,1,0,0,1
15,1184,4,30,3,1,1,1,1
14,122,4,29,3,1,1,1,1
0,21,0,0,0,1,0,0,1
0,22,0,0,0,1,0,0,1
17,231,4,29,3,1,1,1,1
0,21,0,0,0,1,0,0,1
0,20,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
0,20,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
0,20,0,0,0,1,0,0,1
6,42,4,29,1,1,1,1,1
6,43,4,30,1,1,1,1,1
6,43,4,29,1,1,1,1,1
0,20,0,0,0,1,0,0,1
0,22,0,0,0,1,0,0,1
0,20,0,0,0,1,0,0,1
0,22,0,0,0,1,0,0,1
0,20,0,0,0,1,0,0,1
0,22,0,0,0,1,0,0,1
0,20,0,0,0,1,0,0,1
0,22,0,0,0,1,0,0,1
0,20,0,0,0,1,0,0,1
0,22,0,0,0,1,0,0,1
0,20,0,0,0,1,0,0,1
0,22,0,0,0,1,0,0,1
0,20,0,0,0,1,0,0,1
0,22,0,0,0,1,0,0,1
0,20,0,0,0,1,0,0,1
0,22,0,0,0,1,0,0,1
0,20,0,0,0,1,0,0,1
0,22,0,0,0,1,0,0,1
0,20,0,0,0,1,0,0,1
0,22,0,0,0,1,0,0,1
68,95,4,29,16,1,1,1,1
15,74,4,29,3,1,1,1,1
63,86,4,29,16,1,1,1,1
29,71,4,28,6,1,1,1,1
69,86,2,17,16,1,1,1,1
18,106,4,29,4,1,1,1,1
0,41,0,0,0,1,0,0,1
0,20,0,0,0,1,0,0,1
0,41,0,0,0,1,0,0,1
0,20,0,0,0,1,0,0,1
0,41,0,0,0,1,0,0,1
0,20,0,0,0,1,0,0,1
0,41,0,0,0,1,0,0,1
0,20,0,0,0,1,0,0,1
16,163,3,30,3,1,1,1,1
16,189,4,29,3,1,1,1,1
16,176,4,29,3,1,1,1,1
0,21,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
6,46,4,46,1,1,1,1,1
6,42,4,29,1,1,1,1,1
6,44,4,29,1,1,1,1,1
0,20,0,0,0,1,0,0,1
0,19,0,0,0,1,0,0,1
0,20,0,0,0,1,0,0,1
0,19,0,0,0,1,0,0,1
0,20,0,0,0,1,0,0,1
0,19,0,0,0,1,0,0,1
6,44,4,29,1,1,1,1,1
6,43,3,28,1,1,1,1,1
6,43,4,29,1,1,1,1,1
0,13,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
0,13,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
0,13,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
0,13,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
0,13,0,0,0,1,0,0,1
0,21,0,0,0,1,0,0,1
3,5,2,16,1,1,1,1,1
16,10,4,29,1,1,1,1,1
6,22,56,244,1,1,1,1,1
28,25,4,70,1,1,1,1,1
7,84,5,111,1,1,1,1,1
25,12,6,118,1,1,1,1,1
0,0,93,259,0,0,4,4,1
6,32,4,69,1,1,1,1,1
0,0,93,259,0,0,4,4,1
0,0,189,315,0,0,6,6,1
0,0,189,315,0,0,6,6,1
0,0,199,381,0,0,8,8,1
0,0,403,931,0,0,10,10,1
0,0,403,931,0,0,10,10,1
23,25,3,13,1,1,1,1,1
219,69,166,62,1,1,1,1,1
8,208,77,50,1,1,1,1,1
635,58,6,63,1,1,1,1,1
46,70,46,37,1,1,1,1,1
11,77,191,934,1,1,1,1,1
39,374,4,29,1,1,1,1,1
0,0,72,1479,0,0,6,6,1
0,0,29,185,0,0,2,2,1
0,0,49,309,0,0,6,6,1
0,0,32,111,0,0,2,2,1
0,0,72,1479,0,0,6,6,1
0,0,29,185,0,0,2,2,1
0,0,49,309,0,0,6,6,1
0,0,32,111,0,0,2,2,1
0,0,113,1507,0,0,8,8,1
0,0,39,327,0,0,4,4,1
0,0,62,375,0,0,8,8,1
0,0,62,142,0,0,4,4,1
0,0,113,1507,0,0,8,8,1
0,0,39,327,0,0,4,4,1
0,0,62,375,0,0,8,8,1
0,0,62,142,0,0,4,4,1
0,0,139,357,0,0,6,6,1
0,0,101,274,0,0,6,6,1
0,0,139,357,0,0,6,6,1
0,0,101,274,0,0,6,6,1
0,0,150,567,0,0,8,8,1
0,0,110,615,0,0,8,8,1
0,0,150,567,0,0,8,8,1
0,0,110,615,0,0,8,8,1
0,0,159,683,0,0,10,10,1
0,0,923,1351,0,0,14,14,1
0,0,150,705,0,0,10,10,1
0,0,159,683,0,0,10,10,1
0,0,923,1351,0,0,14,14,1
0,0,150,705,0,0,10,10,1
0,0,168,813,0,0,12,12,1
0,0,351,1007,0,0,12,12,1
0,0,168,813,0,0,12,12,1
0,0,351,1007,0,0,12,12,1
0,0,238,843,0,0,14,14,1
0,0,362,1278,0,0,14,14,1
0,0,238,843,0,0,14,14,1
0,0,362,1278,0,0,14,14,1
0,0,257,873,0,0,16,16,1
0,0,444,1358,0,0,16,16,1
0,0,257,873,0,0,16,16,1
0,0,444,1358,0,0,16,16,1
0,0,297,994,0,0,18,18,1
0,0,515,1579,0,0,18,18,1
0,0,297,994,0,0,18,18,1
0,0,515,1579,0,0,18,18,1
0,0,307,1144,0,0,20,20,1
0,0,565,1650,0,0,20,20,1
0,0,307,1144,0,0,20,20,1
0,0,565,1650,0,0,20,20,1
0,0,326,1215,0,0,22,22,1
3,38,4,190,1,1,1,1,1
39,84,4,61,1,1,1,1,1
16,62,4,29,1,1,1,1,1
20,157,4,30,1,1,1,1,1
7,92,4,30,1,1,1,1,1
94,192,5,36,1,1,1,1,1
25,102,4,30,3,1,1,1,1
12,90,3,24,3,1,1,1,1
16,112,3,40,3,1,1,1,1
18,52,4,59,1,1,1,1,1
4,35,5,84,1,1,1,1,1
6,43,3,28,1,1,1,1,1
108,49,148,425,1,1,2,2,1
4,116,206,2626,1,1,2,2,1
0,0,9,40,0,0,2,2,1
0,0,9,40,0,0,2,2,1
0,0,9,40,0,0,2,2,1
0,0,9,40,0,0,2,2,1
0,0,9,40,0,0,2,2,1
0,0,9,40,0,0,2,2,1
0,0,9,40,0,0,2,2,1
0,0,9,40,0,0,2,2,1
0,0,9,40,0,0,2,2,1
0,0,9,40,0,0,2,2,1
22,0,3,59,2,0,1,1,1
36,0,5,62,2,0,1,1,1
127,106,4,22,1,1,1,1,1
11,89,3,43,1,1,1,1,1
119,0,3,126,3,0,1,1,1
16,0,14,83,3,0,1,1,1
16,0,4,30,3,0,1,1,1
0,0,29,149,0,0,2,2,1
0,0,29,149,0,0,2,2,1
0,0,29,149,0,0,2,2,1
0,0,29,149,0,0,2,2,1
0,0,29,149,0,0,2,2,1
0,0,29,149,0,0,2,2,1
6,45,4,28,1,1,1,1,1
0,0,29,149,0,0,2,2,1
0,0,29,149,0,0,2,2,1
7,81,4,28,1,1,1,1,1
16,91,4,27,1,1,1,1,1
6,162,4,27,1,1,1,1,1
3,43,6,36,1,1,1,1,1
7,80,4,28,1,1,1,1,1
7,78,4,48,1,1,1,1,1
21,0,45,70,2,0,1,1,1
9,0,5,175,2,0,1,1,1
0,0,29,149,0,0,2,2,1
0,0,10,69,0,0,2,2,1
0,0,29,149,0,0,2,2,1
0,0,10,69,0,0,2,2,1
0,0,10,69,0,0,2,2,1
0,0,10,69,0,0,2,2,1
10,0,4,27,2,0,1,1,1
6,292,4,45,1,1,1,1,1
10,0,2,11,3,0,1,1,1
8,0,4,30,3,0,1,1,1
10,0,4,60,3,0,1,1,1
8,0,4,32,3,0,1,1,1
0,0,10,69,0,0,2,2,1
0,0,10,69,0,0,2,2,1
0,0,10,69,0,0,2,2,1
0,0,10,69,0,0,2,2,1
0,0,10,69,0,0,2,2,1
7,89,44,47,1,1,1,1,1
4,104,3,107,1,1,1,1,1
56,0,6,71,2,0,1,1,1
8,54,5,35,1,1,1,1,1
6,63,4,150,1,1,1,1,1
16,58,4,39,1,1,1,1,1
22,0,4,24,3,0,1,1,1
16,0,4,60,3,0,1,1,1
7,0,5,46,3,0,1,1,1
15,0,4,40,3,0,1,1,1
7,45,4,72,1,1,1,1,1
6,44,4,28,1,1,1,1,1
6,307,15,40,1,1,1,1,1
16,0,3,27,3,0,1,1,1
10,0,4,26,3,0,1,1,1
5,55,4,28,1,1,1,1,1
6,44,4,28,1,1,1,1,1
6,43,4,35,1,1,1,1,1
6,242,4,31,1,1,1,1,1
6,37,5,118,1,1,1,1,1
6,51,3,37,1,1,1,1,1
6,53,4,28,1,1,1,1,1
6,226,5,49,1,1,1,1,1
6,57,4,31,1,1,1,1,1
5,79,75,142,1,1,1,1,1
0,0,9,168,0,0,2,2,1
0,0,9,168,0,0,2,2,1
0,0,9,168,0,0,2,2,1
0,0,9,168,0,0,2,2,1
6,44,4,48,1,1,1,1,1
53,0,68,42,3,0,1,1,1
9,74,6,53,1,1,1,1,1
12,0,3,28,2,0,1,1,1
32,0,4,29,3,0,1,1,1
12,186,5,31,1,1,1,1,1
6,49,25,80,1,1,1,1,1
55,0,6,28,3,0,1,1,1
15,0,3,29,3,0,1,1,1
0,0,9,123,0,0,2,2,1
0,0,9,168,0,0,2,2,1
0,0,9,123,0,0,2,2,1
0,0,9,168,0,0,2,2,1
0,0,9,123,0,0,2,2,1
0,0,9,168,0,0,2,2,1
0,0,9,123,0,0,2,2,1
0,0,9,168,0,0,2,2,1
0,0,9,123,0,0,2,2,1
0,0,9,168,0,0,2,2,1
0,0,76,642,0,0,4,4,1
0,0,184,319,0,0,4,4,1
0,0,76,642,0,0,4,4,1
0,0,184,319,0,0,4,4,1
0,0,76,642,0,0,4,4,1
0,0,184,319,0,0,4,4,1
0,0,76,642,0,0,4,4,1
0,0,184,319,0,0,4,4,1
0,0,76,642,0,0,4,4,1
0,0,184,319,0,0,4,4,1
0,0,76,642,0,0,4,4,1
0,0,184,319,0,0,4,4,1
0,0,76,642,0,0,4,4,1
0,0,184,319,0,0,4,4,1
0,0,76,642,0,0,4,4,1
0,0,184,319,0,0,4,4,1
0,0,76,642,0,0,4,4,1
0,0,184,319,0,0,4,4,1
0,0,76,642,0,0,4,4,1
0,0,184,319,0,0,4,4,1
6,44,4,40,1,1,1,1,1
68,44,35,80,1,1,1,1,1
7,66,126,74,1,1,1,1,1
16,643,4,66,1,1,1,1,1
8,48,4,30,1,1,1,1,1
7,56,16,213,1,1,1,1,1
9,73,12,24,3,1,1,1,1
7,0,54,54,3,0,1,1,1
0,10,0,0,0,1,0,0,1
6,44,3,30,1,1,1,1,1
9,229,3,15,3,1,1,1,1
6,44,4,29,1,1,1,1,1
10,213,3,15,3,1,1,1,1
0,10,0,0,0,1,0,0,1
0,20,0,0,0,1,0,0,1
0,4087,0,0,0,1,0,0,1
0,20,0,0,0,1,0,0,1
0,19,0,0,0,1,0,0,1
16,176,4,29,3,1,1,1,1
68,61,25,71,1,1,1,1,1
4,31,23,39,1,1,1,1,1
5,38,12,199,1,1,3,3,1
42,53,4,27,1,1,1,1,1
6,46,4,28,1,1,1,1,1
4,80,6,322,1,1,2,2,1
3,53,2,38,1,1,1,1,1
64,82,3,52,1,1,1,1,1
26,55,4,80,1,1,1,1,1
6,77,4,28,1,1,1,1,1
0,0,4,29,0,0,2,2,1
0,0,4,29,0,0,2,2,1
0,0,4,29,0,0,2,2,1
0,0,255,192,0,0,2,2,1
5,44,4,28,1,1,1,1,1
0,0,0,0,0,0,0,0,1
6,72,3,34,1,1,1,1,1
6,40,4,31,1,1,1,1,1
16,0,3,30,3,0,1,1,1
8,50,4,33,1,1,1,1,1
11,44,4,34,1,1,1,1,1
26,72,3,27,1,1,1,1,1
7,50,3,37,1,1,1,1,1
6,37,4,30,1,1,1,1,1
7,105,4,33,1,1,1,1,1
5,24,13,201,1,1,3,3,1
26,2442,10,46,3,1,1,1,1
16,2370,4,25,3,1,1,1,1
5,11,64,226,1,1,3,3,1
3,24,2,16,1,1,1,1,1
15,2237,4,29,3,1,1,1,1
4,12,11,168,1,1,3,3,1
6,45,3,30,1,1,1,1,1
15,193,4,30,3,1,1,1,1
6,50,4,36,1,1,1,1,1
0,21,0,0,0,1,0,0,1
0,25,0,0,0,1,0,0,1
0,20,0,0,0,1,0,0,1
0,0,4,29,0,0,2,2,1
0,6068,0,0,0,1,0,0,1
0,20,0,0,0,1,0,0,1
0,20,0,0,0,1,0,0,1
0,0,4,29,0,0,2,2,1
0,0,4,29,0,0,2,2,1
0,0,4,29,0,0,2,2,1
0,0,4,29,0,0,2,2,1
0,0,4,29,0,0,2,2,1
0,0,4,29,0,0,2,2,1
9,0,5,410,3,0,1,1,1
26,87,3,28,11,1,1,1,1
6,43,3,39,1,1,1,1,1
7,40,4,29,1,1,1,1,1
6,69,4,28,1,1,1,1,1
10,0,3,19,3,0,1,1,1
15,0,4,36,3,0,1,1,1
4,40,2,25,1,1,1,1,1
5,37,3,24,1,1,1,1,1
20,203,3,33,3,1,1,1,1
12,0,3,33,3,0,1,1,1
15,0,4,27,3,0,1,1,1
0,0,7,30,0,0,2,2,1
0,0,7,30,0,0,2,2,1
0,0,7,30,0,0,2,2,1
0,0,7,30,0,0,2,2,1
0,0,7,30,0,0,2,2,1
15,0,4,38,3,0,1,1,1
17,0,3,29,3,0,1,1,1
5,49,4,27,1,1,1,1,1
7,511,4,25,1,1,1,1,1
