sock_write_iter,sock_read_iter,sock_recvmsg,sock_write_iter_count,sock_read_iter_count,sock_recvmsg_count,class
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
6,4,30,1,1,1,1
7,4,36,1,1,1,1
6,4,30,1,1,1,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
6,4,29,1,1,1,1
6,4,31,1,1,1,1
6,4,29,1,1,1,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
6,4,29,1,1,1,1
0,0,0,0,0,0,1
6,4,28,1,1,1,1
0,0,0,0,0,0,1
6,4,29,1,1,1,1
6,4,28,1,1,1,1
5,3,30,1,1,1,1
11,4,29,1,1,1,1
6,5,74,1,1,1,1
6,4,29,1,1,1,1
5,3,27,1,1,1,1
6,4,28,1,1,1,1
6,4,28,1,1,1,1
6,4,29,1,1,1,1
5,3,30,1,1,1,1
5,4,26,1,1,1,1
6,4,29,1,1,1,1
6,4,29,1,1,1,1
6,3,27,1,1,1,1
6,4,30,1,1,1,1
6,4,26,1,1,1,1
6,4,30,1,1,1,1
6,4,30,1,1,1,1
5,4,29,1,1,1,1
11,4,29,1,1,1,1
11,4,29,1,1,1,1
6,4,30,1,1,1,1
6,4,29,1,1,1,1
6,4,28,1,1,1,1
5,4,29,1,1,1,1
5,4,25,1,1,1,1
6,4,28,1,1,1,1
6,4,28,1,1,1,1
6,4,29,1,1,1,1
10,4,30,1,1,1,1
6,4,30,1,1,1,1
6,4,29,1,1,1,1
6,4,29,1,1,1,1
21,3,29,1,1,1,1
6,4,29,1,1,1,1
6,4,28,1,1,1,1
6,4,30,1,1,1,1
6,3,27,1,1,1,1
6,4,26,1,1,1,1
10,4,26,1,1,1,1
6,3,27,1,1,1,1
6,3,30,1,1,1,1
6,4,26,1,1,1,1
6,4,27,1,1,1,1
6,4,29,1,1,1,1
6,4,26,1,1,1,1
6,4,29,1,1,1,1
6,4,28,1,1,1,1
6,4,36,1,1,1,1
6,4,29,1,1,1,1
4,3,35,1,1,1,1
6,4,27,1,1,1,1
5,4,29,1,1,1,1
5,4,29,1,1,1,1
6,5,28,1,1,1,1
6,4,27,1,1,1,1
6,4,28,1,1,1,1
6,4,30,1,1,1,1
7,4,29,1,1,1,1
6,4,30,1,1,1,1
6,3,30,1,1,1,1
6,4,29,1,1,1,1
11,3,37,1,1,1,1
6,4,50,1,1,1,1
5,4,30,1,1,1,1
6,4,29,1,1,1,1
6,4,28,1,1,1,1
6,4,28,1,1,1,1
7,3,30,1,1,1,1
6,4,29,1,1,1,1
5,5,29,1,1,1,1
6,4,28,1,1,1,1
6,4,29,1,1,1,1
6,4,47,1,1,1,1
5,3,27,1,1,1,1
6,4,28,1,1,1,1
6,4,29,1,1,1,1
6,4,29,1,1,1,1
6,4,29,1,1,1,1
6,3,29,1,1,1,1
6,4,29,1,1,1,1
5,4,27,1,1,1,1
7,4,29,1,1,1,1
6,4,29,1,1,1,1
5,3,27,1,1,1,1
6,4,29,1,1,1,1
6,3,29,1,1,1,1
5,3,27,1,1,1,1
5,4,29,1,1,1,1
6,4,30,1,1,1,1
6,4,54,1,1,1,1
3,2,37,1,1,1,1
8,7,37,1,1,1,1
6,4,28,1,1,1,1
5,4,31,1,1,1,1
5,3,30,1,1,1,1
6,4,30,1,1,1,1
3,2,27,1,1,1,1
6,4,29,1,1,1,1
5,4,28,1,1,1,1
6,3,30,1,1,1,1
6,4,26,1,1,1,1
6,4,29,1,1,1,1
4,2,16,1,1,1,1
6,4,29,1,1,1,1
6,4,30,1,1,1,1
6,4,29,1,1,1,1
5,4,28,1,1,1,1
6,4,29,1,1,1,1
4,3,23,1,1,1,1
6,4,29,1,1,1,1
7,4,29,1,1,1,1
6,4,42,1,1,1,1
6,4,28,1,1,1,1
11,4,29,1,1,1,1
11,5,29,1,1,1,1
34,4,28,1,1,1,1
6,4,29,1,1,1,1
11,4,28,1,1,1,1
6,4,29,1,1,1,1
6,3,27,1,1,1,1
6,4,30,1,1,1,1
5,4,28,1,1,1,1
11,4,29,1,1,1,1
6,4,29,1,1,1,1
6,4,29,1,1,1,1
6,4,30,1,1,1,1
12,4,48,1,1,1,1
7,4,29,1,1,1,1
6,4,29,1,1,1,1
11,4,40,1,1,1,1
11,4,28,1,1,1,1
6,4,30,1,1,1,1
10,3,27,1,1,1,1
6,4,30,1,1,1,1
7,4,39,1,1,1,1
6,4,29,1,1,1,1
6,3,27,1,1,1,1
5,3,28,1,1,1,1
5,4,27,1,1,1,1
6,4,35,1,1,1,1
6,4,29,1,1,1,1
6,4,26,1,1,1,1
6,4,29,1,1,1,1
6,4,29,1,1,1,1
6,4,29,1,1,1,1
6,3,29,1,1,1,1
5,3,30,1,1,1,1
6,4,29,1,1,1,1
6,4,39,1,1,1,1
6,4,39,1,1,1,1
5,4,27,1,1,1,1
6,4,27,1,1,1,1
6,4,29,1,1,1,1
6,4,30,1,1,1,1
9,4,28,1,1,1,1
6,4,28,1,1,1,1
5,4,29,1,1,1,1
6,3,28,1,1,1,1
6,4,29,1,1,1,1
6,4,29,1,1,1,1
6,4,29,1,1,1,1
6,4,29,1,1,1,1
11,3,28,1,1,1,1
5,4,30,1,1,1,1
6,4,29,1,1,1,1
6,4,39,1,1,1,1
10,3,34,1,1,1,1
5,4,31,1,1,1,1
6,4,29,1,1,1,1
6,4,30,1,1,1,1
6,4,29,1,1,1,1
6,4,29,1,1,1,1
6,4,26,1,1,1,1
6,4,29,1,1,1,1
6,3,30,1,1,1,1
6,4,29,1,1,1,1
6,4,29,1,1,1,1
6,4,29,1,1,1,1
6,4,26,1,1,1,1
6,4,27,1,1,1,1
11,3,28,1,1,1,1
6,4,30,1,1,1,1
6,3,29,1,1,1,1
5,3,27,1,1,1,1
6,4,40,1,1,1,1
6,4,30,1,1,1,1
6,4,26,1,1,1,1
6,3,30,1,1,1,1
6,4,27,1,1,1,1
6,3,29,1,1,1,1
6,4,30,1,1,1,1
6,4,29,1,1,1,1
6,4,29,1,1,1,1
6,4,31,1,1,1,1
11,4,29,1,1,1,1
6,5,29,1,1,1,1
6,3,29,1,1,1,1
6,4,27,1,1,1,1
6,3,29,1,1,1,1
6,5,30,1,1,1,1
6,4,29,1,1,1,1
6,4,29,1,1,1,1
6,4,30,1,1,1,1
6,3,30,1,1,1,1
10,4,30,1,1,1,1
10,4,29,1,1,1,1
6,3,30,1,1,1,1
6,5,29,1,1,1,1
6,4,29,1,1,1,1
6,4,29,1,1,1,1
6,4,28,1,1,1,1
6,3,29,1,1,1,1
11,4,30,1,1,1,1
6,4,29,1,1,1,1
6,4,29,1,1,1,1
6,4,30,1,1,1,1
6,3,30,1,1,1,1
6,4,29,1,1,1,1
6,4,30,1,1,1,1
6,4,30,1,1,1,1
6,4,28,1,1,1,1
6,4,29,1,1,1,1
6,3,30,1,1,1,1
11,4,29,1,1,1,1
6,3,30,1,1,1,1
5,4,26,1,1,1,1
6,4,30,1,1,1,1
6,4,27,1,1,1,1
6,4,31,1,1,1,1
6,3,28,1,1,1,1
6,4,30,1,1,1,1
7,4,30,1,1,1,1
6,4,29,1,1,1,1
6,4,30,1,1,1,1
8,4,30,1,1,1,1
6,4,30,1,1,1,1
6,4,30,1,1,1,1
5,5,29,1,1,1,1
6,3,29,1,1,1,1
6,4,28,1,1,1,1
5,4,29,1,1,1,1
6,4,29,1,1,1,1
6,4,29,1,1,1,1
6,3,29,1,1,1,1
6,4,47,1,1,1,1
6,4,30,1,1,1,1
5,4,27,1,1,1,1
6,3,29,1,1,1,1
5,4,27,1,1,1,1
10,4,31,1,1,1,1
21,4,30,1,1,1,1
6,5,39,1,1,1,1
6,4,26,1,1,1,1
6,4,29,1,1,1,1
5,4,29,1,1,1,1
6,4,27,1,1,1,1
6,4,29,1,1,1,1
11,4,29,1,1,1,1
6,4,29,1,1,1,1
5,4,27,1,1,1,1
6,4,29,1,1,1,1
6,4,29,1,1,1,1
6,5,39,1,1,1,1
6,4,29,1,1,1,1
6,4,28,1,1,1,1
6,4,26,1,1,1,1
6,4,28,1,1,1,1
6,4,29,1,1,1,1
6,3,30,1,1,1,1
7,3,36,1,1,1,1
6,4,29,1,1,1,1
6,4,26,1,1,1,1
5,4,30,1,1,1,1
6,4,29,1,1,1,1
12,3,29,1,1,1,1
6,4,29,1,1,1,1
6,4,29,1,1,1,1
6,6,30,1,1,1,1
6,4,29,1,1,1,1
6,3,29,1,1,1,1
8,3,29,1,1,1,1
6,4,52,1,1,1,1
6,4,29,1,1,1,1
6,4,27,1,1,1,1
6,4,29,1,1,1,1
6,4,29,1,1,1,1
6,4,28,1,1,1,1
6,4,28,1,1,1,1
5,4,28,1,1,1,1
6,3,29,1,1,1,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
6,4,29,1,1,1,1
6,4,29,1,1,1,1
5,4,28,1,1,1,1
6,5,30,1,1,1,1
6,4,29,1,1,1,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
6,4,28,1,1,1,1
14,4,28,1,1,1,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
6,4,26,1,1,1,1
5,4,29,1,1,1,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
6,4,29,1,1,1,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
6,4,29,1,1,1,1
6,4,29,1,1,1,1
5,4,30,1,1,1,1
14,4,30,1,1,1,1
5,4,30,1,1,1,1
6,4,29,1,1,1,1
6,3,30,1,1,1,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
6,3,30,1,1,1,1
6,4,28,1,1,1,1
6,4,29,1,1,1,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
6,4,28,1,1,1,1
6,4,37,1,1,1,1
6,4,29,1,1,1,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
5,4,29,1,1,1,1
6,4,29,1,1,1,1
7,4,30,1,1,1,1
6,4,30,1,1,1,1
6,4,30,1,1,1,1
6,4,30,1,1,1,1
11,3,30,1,1,1,1
6,4,29,1,1,1,1
11,4,29,1,1,1,1
6,4,29,1,1,1,1
6,3,30,1,1,1,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
6,4,29,1,1,1,1
6,4,29,1,1,1,1
6,4,30,1,1,1,1
6,4,29,1,1,1,1
6,4,30,1,1,1,1
6,4,29,1,1,1,1
6,4,29,1,1,1,1
11,3,29,1,1,1,1
6,4,31,1,1,1,1
6,4,29,1,1,1,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
6,3,30,1,1,1,1
6,15,27,1,1,1,1
6,4,29,1,1,1,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
6,4,29,1,1,1,1
11,4,29,1,1,1,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
6,4,30,1,1,1,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
6,4,29,1,1,1,1
13,4,29,1,1,1,1
6,4,29,1,1,1,1
6,3,29,1,1,1,1
6,4,29,1,1,1,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
5,3,30,1,1,1,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
6,4,29,1,1,1,1
6,3,29,1,1,1,1
11,4,29,1,1,1,1
6,4,29,1,1,1,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
5,4,29,1,1,1,1
6,4,29,1,1,1,1
6,4,29,1,1,1,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
6,4,29,1,1,1,1
6,4,29,1,1,1,1
6,4,29,1,1,1,1
6,4,29,1,1,1,1
0,0,0,0,0,0,1
6,4,30,1,1,1,1
0,0,0,0,0,0,1
6,4,28,1,1,1,1
6,4,29,1,1,1,1
6,3,29,1,1,1,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
6,3,29,1,1,1,1
13,4,29,1,1,1,1
6,4,29,1,1,1,1
0,0,0,0,0,0,1
11,3,30,1,1,1,1
0,0,0,0,0,0,1
11,3,30,1,1,1,1
6,3,29,1,1,1,1
6,4,28,1,1,1,1
6,4,29,1,1,1,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
6,4,29,1,1,1,1
6,4,29,1,1,1,1
6,3,29,1,1,1,1
6,4,29,1,1,1,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
6,3,29,1,1,1,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
7,4,29,1,1,1,1
6,4,29,1,1,1,1
6,4,30,1,1,1,1
6,4,29,1,1,1,1
6,3,29,1,1,1,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
6,3,29,1,1,1,1
14,4,30,1,1,1,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
5,4,29,1,1,1,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
6,4,30,1,1,1,1
13,4,30,1,1,1,1
6,4,30,1,1,1,1
6,4,29,1,1,1,1
6,4,28,1,1,1,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
5,4,29,1,1,1,1
13,4,30,1,1,1,1
6,4,29,1,1,1,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
5,4,29,1,1,1,1
6,4,29,1,1,1,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
6,4,29,1,1,1,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
6,4,28,1,1,1,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
7,4,29,1,1,1,1
6,4,29,1,1,1,1
5,4,30,1,1,1,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
6,3,30,1,1,1,1
11,4,29,1,1,1,1
11,4,29,1,1,1,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
14,6,36,1,1,1,1
6,4,29,1,1,1,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
4,3,22,1,1,1,1
6,3,29,1,1,1,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
6,4,29,1,1,1,1
5,4,29,1,1,1,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
6,4,28,1,1,1,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
6,4,30,1,1,1,1
6,4,30,1,1,1,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
6,4,29,1,1,1,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
6,4,30,1,1,1,1
6,4,29,1,1,1,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
6,4,49,1,1,1,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
6,4,29,1,1,1,1
5,4,29,1,1,1,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
6,4,29,1,1,1,1
3,2,16,1,1,1,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
6,3,29,1,1,1,1
6,4,30,1,1,1,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
6,4,29,1,1,1,1
6,4,29,1,1,1,1
7,4,29,1,1,1,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
5,4,29,1,1,1,1
6,4,30,1,1,1,1
6,4,29,1,1,1,1
14,3,29,1,1,1,1
6,4,30,1,1,1,1
6,4,30,1,1,1,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
6,4,29,1,1,1,1
14,4,29,1,1,1,1
6,3,30,1,1,1,1
6,4,30,1,1,1,1
6,4,29,1,1,1,1
6,3,29,1,1,1,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
11,4,29,1,1,1,1
7,4,29,1,1,1,1
6,4,30,1,1,1,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
6,4,29,1,1,1,1
14,3,30,1,1,1,1
6,4,29,1,1,1,1
6,4,29,1,1,1,1
6,4,30,1,1,1,1
6,4,29,1,1,1,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
12,4,30,1,1,1,1
6,4,29,1,1,1,1
6,4,28,1,1,1,1
6,3,30,1,1,1,1
6,4,29,1,1,1,1
6,4,29,1,1,1,1
6,4,30,1,1,1,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
6,4,30,1,1,1,1
6,4,30,1,1,1,1
6,4,29,1,1,1,1
6,3,29,1,1,1,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
6,4,29,1,1,1,1
11,3,29,1,1,1,1
6,4,29,1,1,1,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
6,4,29,1,1,1,1
6,3,29,1,1,1,1
6,3,29,1,1,1,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
6,4,30,1,1,1,1
6,4,29,1,1,1,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
11,4,29,1,1,1,1
7,4,28,1,1,1,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
6,4,30,1,1,1,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
6,4,30,1,1,1,1
6,4,29,1,1,1,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
6,4,29,1,1,1,1
6,4,30,1,1,1,1
5,4,30,1,1,1,1
6,4,29,1,1,1,1
6,4,30,1,1,1,1
6,3,30,1,1,1,1
11,4,29,1,1,1,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
6,4,29,1,1,1,1
6,4,28,1,1,1,1
11,3,29,1,1,1,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
6,4,28,1,1,1,1
6,4,29,1,1,1,1
6,4,30,1,1,1,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
7,4,29,1,1,1,1
6,4,28,1,1,1,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
6,4,29,1,1,1,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
6,4,28,1,1,1,1
6,4,29,1,1,1,1
6,3,29,1,1,1,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
5,4,29,1,1,1,1
6,3,29,1,1,1,1
6,4,29,1,1,1,1
6,3,30,1,1,1,1
6,4,30,1,1,1,1
5,4,29,1,1,1,1
5,4,29,1,1,1,1
6,3,30,1,1,1,1
6,3,29,1,1,1,1
5,4,28,1,1,1,1
6,4,29,1,1,1,1
0,0,0,0,0,0,1
0,0,0,0,0,0,1
9,4,29,1,1,1,1
5,3,50,1,1,1,1
3,3,178,1,1,1,1
7,6,80,1,1,1,1
5,4,148,1,1,1,1
14,3,15,1,1,1,1
7,3,30,1,1,1,1
6,4,24,1,1,1,1
6,27,74,1,1,1,1
5,4,22,1,1,1,1
9,6,39,1,1,1,1
49,4,41,1,1,1,1
266,4,46,1,1,1,1
154,35,30,1,1,1,1
6,4,42,1,1,1,1
7,6,37,1,1,1,1
9,4,62,1,1,1,1
116,24,56,1,1,1,1
26,4,107,1,1,1,1
8,4,90,1,1,1,1
6,20,236,1,1,1,1
5,4,79,1,1,1,1
6,136,89,1,1,1,1
6,4,27,1,1,1,1
6,3,28,1,1,1,1
107,4,100,1,1,1,1
85,5,76,1,1,1,1
3,5,30,1,1,1,1
8,4,52,1,1,1,1
46,4,30,1,1,1,1
5,4,169,1,1,1,1
16,4,62,1,1,1,1
3,22,49,1,1,1,1
7,4,51,1,1,1,1
5,64,63,1,1,1,1
6,4,31,1,1,1,1
37,3,53,1,1,1,1
18,4,37,1,1,1,1
14,2,17,1,1,1,1
6,5,42,1,1,1,1
6,4,34,1,1,1,1
46,26,79,1,1,1,1
6,4,28,1,1,1,1
8,4,43,1,1,1,1
6,5,36,1,1,1,1
4,4,28,1,1,1,1
114,3,22,1,1,1,1
16,5,34,1,1,1,1
26,126,56,1,1,1,1
0,10,55,0,2,2,1
0,31,128,0,4,4,1
0,31,128,0,4,4,1
6,4,38,1,1,1,1
6,4,53,1,1,1,1
16,4,141,1,1,1,1
6,4,27,1,1,1,1
107,4,38,1,1,1,1
6,24,33,1,1,1,1
8,3,96,1,1,1,1
5,25,75,1,1,1,1
6,4,30,1,1,1,1
5,94,123,1,1,1,1
6,4,81,1,1,1,1
12,45,118,1,1,1,1
6,55,35,1,1,1,1
0,43,221,0,2,2,1
0,10,69,0,2,2,1
0,43,221,0,2,2,1
0,10,69,0,2,2,1
0,43,221,0,2,2,1
0,10,69,0,2,2,1
0,43,221,0,2,2,1
0,10,69,0,2,2,1
0,43,221,0,2,2,1
0,10,69,0,2,2,1
0,43,221,0,2,2,1
0,10,69,0,2,2,1
0,43,221,0,2,2,1
0,10,69,0,2,2,1
0,43,221,0,2,2,1
0,10,69,0,2,2,1
0,43,221,0,2,2,1
0,10,69,0,2,2,1
6,3,28,1,1,1,1
6,4,29,1,1,1,1
11,3,28,1,1,1,1
6,4,40,1,1,1,1
6,4,28,1,1,1,1
5,3,29,1,1,1,1
5,4,32,1,1,1,1
6,4,28,1,1,1,1
6,4,182,1,1,1,1
5,64,34,1,1,1,1
6,6,61,1,1,1,1
6,3,59,1,1,1,1
4,3,40,1,1,1,1
26,4,48,1,1,1,1
7,6,42,1,1,1,1
49,3,26,1,1,1,1
21,4,28,1,1,1,1
6,3,29,1,1,1,1
7,5,29,1,1,1,1
13,3,105,1,1,1,1
6,54,56,1,1,1,1
0,117,114,0,2,2,1
0,117,114,0,2,2,1
6,34,30,1,1,1,1
5,4,26,1,1,1,1
6,4,42,1,1,1,1
7,4,30,1,1,1,1
10,4,32,1,1,1,1
6,4,75,1,1,1,1
0,8,56,0,2,2,1
0,117,114,0,2,2,1
0,48,342,0,4,4,1
0,117,114,0,2,2,1
0,48,342,0,4,4,1
0,117,114,0,2,2,1
0,48,342,0,4,4,1
0,117,114,0,2,2,1
0,48,342,0,4,4,1
0,117,114,0,2,2,1
0,48,342,0,4,4,1
0,117,114,0,2,2,1
0,48,342,0,4,4,1
0,117,114,0,2,2,1
0,48,342,0,4,4,1
0,117,114,0,2,2,1
0,48,342,0,4,4,1
0,48,342,0,4,4,1
6,4,37,1,1,1,1
7,4,28,1,1,1,1
6,4,28,1,1,1,1
7,4,51,1,1,1,1
6,4,26,1,1,1,1
6,4,60,1,1,1,1
16,3,27,1,1,1,1
6,4,50,1,1,1,1
5,4,31,1,1,1,1
7,3,32,1,1,1,1
0,64,72,0,2,2,1
0,64,72,0,2,2,1
6,4,61,1,1,1,1
6,3,32,1,1,1,1
6,4,31,1,1,1,1
6,4,36,1,1,1,1
6,3,31,1,1,1,1
6,3,31,1,1,1,1
6,3,24,1,1,1,1
0,0,0,0,0,0,1
0,64,72,0,2,2,1
0,0,0,0,0,0,1
37,4,69,1,1,1,1
16,95,30,1,1,1,1
95,56,185,1,1,1,1
75,2,26,1,1,1,1
10,3,35,1,1,1,1
24,3,23,1,1,1,1
6,4,50,1,1,1,1
4,2,60,1,1,1,1
26,4,129,1,1,1,1
18,3,39,1,1,1,1
26,5,31,1,1,1,1
7,4,51,1,1,1,1
21,3,38,1,1,1,1
0,64,72,0,2,2,1
0,64,72,0,2,2,1
0,64,72,0,2,2,1
0,64,72,0,2,2,1
0,64,72,0,2,2,1
0,64,72,0,2,2,1
0,64,72,0,2,2,1
5,4,28,1,1,1,1
5,3,32,1,1,1,1
6,4,30,1,1,1,1
6,3,30,1,1,1,1
5,3,30,1,1,1,1
6,4,24,1,1,1,1
11,4,23,1,1,1,1
10,4,25,1,1,1,1
5,4,25,1,1,1,1
5,4,23,1,1,1,1
17,3,28,1,1,1,1
26,4,23,1,1,1,1
7,4,38,1,1,1,1
22,4,33,1,1,1,1
6,3,23,1,1,1,1
6,4,38,1,1,1,1
6,4,33,1,1,1,1
6,4,33,1,1,1,1
16,3,32,1,1,1,1
6,4,33,1,1,1,1
5,14,35,1,1,1,1
6,4,32,1,1,1,1
2,2,23,1,1,1,1
6,4,34,1,1,1,1
3,2,13,1,1,1,1
6,66,85,1,1,1,1
7,4,31,1,1,1,1
3,3,50,1,1,1,1
6,5,140,1,1,1,1
7,4,23,1,1,1,1
