sock_write_iter,sockfd_lookup_light,sock_alloc_inode,sock_alloc,sock_alloc_file,move_addr_to_user,SYSC_getsockname,SyS_getsockname,SYSC_accept4,sock_destroy_inode,sock_read_iter,sock_recvmsg,__sock_release,SyS_accept4,SyS_shutdown,sock_close,sock_write_iter_count,sockfd_lookup_light_count,sock_alloc_inode_count,sock_alloc_count,sock_alloc_file_count,move_addr_to_user_count,SYSC_getsockname_count,SyS_getsockname_count,SYSC_accept4_count,sock_destroy_inode_count,sock_read_iter_count,sock_recvmsg_count,__sock_release_count,SyS_accept4_count,SyS_shutdown_count,sock_close_count,class
 5,38,0,0,0,0,0,4,0,0,14,70,0,0,22,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 5,35,0,0,0,0,0,4,0,0,4,34,0,0,72,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 7,64,0,0,0,0,0,4,0,0,25,79,0,0,7,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 6,46,0,0,0,0,0,4,0,0,15,27,0,0,47,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 94,207,0,0,0,0,0,11,0,0,5,35,0,0,28,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 6,44,0,0,0,0,0,4,0,0,4,37,0,0,164,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 26,51,0,0,0,0,0,5,0,0,4,39,0,0,126,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 37,58,0,0,0,0,0,5,0,0,5,65,0,0,189,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 6,54,0,0,0,0,0,5,0,0,6,146,0,0,52,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 7,98,0,0,0,0,0,4,0,0,5,108,0,0,6,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 0,0,0,0,0,0,0,92,0,0,60,332,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,1
 0,0,0,0,0,0,0,76,0,0,9,183,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,1
 0,0,0,0,0,0,0,45,0,0,33,63,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,1
 0,0,0,0,0,0,0,92,0,0,60,332,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,1
 0,0,0,0,0,0,0,76,0,0,9,183,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,1
 0,0,0,0,0,0,0,45,0,0,33,63,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,1
 0,0,0,0,0,0,0,92,0,0,60,332,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,1
 0,0,0,0,0,0,0,76,0,0,9,183,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,1
 0,0,0,0,0,0,0,45,0,0,33,63,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,1
 0,0,0,0,0,0,0,92,0,0,60,332,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,1
 0,0,0,0,0,0,0,76,0,0,9,183,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,1
 0,0,0,0,0,0,0,45,0,0,33,63,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,1
 0,0,0,0,0,0,0,92,0,0,60,332,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,1
 0,0,0,0,0,0,0,76,0,0,9,183,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,1
 0,0,0,0,0,0,0,45,0,0,33,63,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,1
 0,0,0,0,0,0,0,92,0,0,60,332,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,1
 0,0,0,0,0,0,0,76,0,0,9,183,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,1
 0,0,0,0,0,0,0,45,0,0,33,63,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,1
 0,0,0,0,0,0,0,92,0,0,60,332,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,1
 0,0,0,0,0,0,0,76,0,0,9,183,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,1
 0,0,0,0,0,0,0,45,0,0,33,63,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,1
 0,0,0,0,0,0,0,92,0,0,60,332,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,1
 0,0,0,0,0,0,0,76,0,0,9,183,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,1
 0,0,0,0,0,0,0,45,0,0,33,63,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,1
 0,0,0,0,0,0,0,92,0,0,60,332,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,1
 0,0,0,0,0,0,0,76,0,0,9,183,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,1
 0,0,0,0,0,0,0,45,0,0,33,63,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,1
 14,45,0,0,0,0,0,3,0,0,4,29,0,0,23,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 6,49,0,0,0,0,0,4,0,0,4,26,0,0,32,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 6,49,0,0,0,0,0,5,0,0,6,43,0,0,36,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 6,58,0,0,0,0,0,5,0,0,5,34,0,0,34,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 3,32,0,0,0,0,0,4,0,0,2,26,0,0,12,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 7,41,0,0,0,0,0,4,0,0,4,23,0,0,29,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 3,18,0,0,0,0,0,2,0,0,2,35,0,0,10,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 6,30,0,0,0,0,0,3,0,0,3,21,0,0,24,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 3,21,0,0,0,0,0,2,0,0,2,13,0,0,11,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 6,50,0,0,0,0,0,4,0,0,4,30,0,0,33,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 3,30,0,0,0,0,0,3,0,0,2,13,0,0,22,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 5,59,0,0,0,0,0,3,0,0,3,22,0,0,33,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 6,96,0,0,0,0,0,4,0,0,3,27,0,0,6,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 3,19,0,0,0,0,0,2,0,0,2,34,0,0,13,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 5,28,0,0,0,0,0,4,0,0,4,62,0,0,18,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 3,18,0,0,0,0,0,1,0,0,1,13,0,0,11,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 5,34,0,0,0,0,0,3,0,0,3,27,0,0,20,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 5,28,0,0,0,0,0,3,0,0,3,19,0,0,38,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 27,50,0,0,0,0,0,16,0,0,15,27,0,0,27,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 14,36,0,0,0,0,0,2,0,0,2,121,0,0,105,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 7,98,0,0,0,0,0,5,0,0,26,46,0,0,28,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 6,47,0,0,0,0,0,4,0,0,4,130,0,0,6,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 6,108,0,0,0,0,0,4,0,0,4,23,0,0,5,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 25,85,0,0,0,0,0,54,0,0,3,20,0,0,4,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 0,0,0,0,0,0,0,92,0,0,60,332,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,1
 0,0,0,0,0,0,0,76,0,0,9,183,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,1
 0,0,0,0,0,0,0,45,0,0,33,63,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,1
 6,41,0,0,0,0,0,4,0,0,4,28,0,0,22,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 6,43,0,0,0,0,0,3,0,0,4,28,0,0,33,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 0,11,0,0,0,0,0,4,0,0,4,36,0,0,22,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 6,85,0,0,0,0,0,4,0,0,4,27,0,0,25,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 4,34,0,0,0,0,0,3,0,0,2,26,0,0,16,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 4,37,0,0,0,0,0,3,0,0,2,20,0,0,36,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 7,35,0,0,0,0,0,4,0,0,4,28,0,0,21,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 6,68,0,0,0,0,0,4,0,0,3,29,0,0,6,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 6,45,0,0,0,0,0,9,0,0,5,43,0,0,33,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 6,51,0,0,0,0,0,4,0,0,4,47,0,0,44,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 93,55,0,0,0,0,0,4,0,0,4,40,0,0,7,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 0,815,38,6,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1
 0,968,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
 17,71,0,0,0,0,0,15,0,0,14,89,0,0,69,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 6,43,0,0,0,0,0,4,0,0,4,29,0,0,22,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 5,33,0,0,0,0,0,4,0,0,4,25,0,0,21,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 5,33,0,0,0,0,0,4,0,0,4,24,0,0,21,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 5,33,0,0,0,0,0,4,0,0,4,24,0,0,20,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 11,33,0,0,0,0,0,3,0,0,3,55,0,0,23,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 5,98,0,0,0,0,0,3,0,0,4,29,0,0,22,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 6,53,0,0,0,0,0,4,0,0,4,38,0,0,6,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 6,54,0,0,0,0,0,4,0,0,4,29,0,0,22,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 6,73,0,0,0,0,0,4,0,0,3,51,0,0,21,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 6,34,0,0,0,0,0,4,0,0,4,38,0,0,22,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 6,45,0,0,0,0,0,3,0,0,4,42,0,0,21,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 5,43,0,0,0,0,0,4,0,0,4,23,0,0,20,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 5,35,0,0,0,0,0,4,0,0,52,46,0,0,20,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 5,34,0,0,0,0,0,4,0,0,4,31,0,0,86,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 6,63,0,0,0,0,0,4,0,0,4,21,0,0,62,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 3,20,0,0,0,0,0,2,0,0,2,35,0,0,13,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 5,43,0,0,0,0,0,3,0,0,3,32,0,0,21,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 3,20,0,0,0,0,0,2,0,0,3,34,0,0,19,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 3,20,0,0,0,0,0,2,0,0,2,14,0,0,13,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 3,24,0,0,0,0,0,2,0,0,3,34,0,0,13,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 6,37,0,0,0,0,0,4,0,0,4,33,0,0,32,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 6,41,0,0,0,0,0,4,0,0,4,28,0,0,73,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 6,37,0,0,0,0,0,4,0,0,4,38,0,0,22,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 5,37,0,0,0,0,0,3,0,0,3,28,0,0,21,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 20,70,0,0,0,0,0,4,0,0,4,26,0,0,68,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
 6,22,0,0,0,0,0,2,0,0,3,16,0,0,75,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 5,37,0,0,0,0,0,3,0,0,3,28,0,0,21,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 6,36,0,0,0,0,0,4,0,0,3,27,0,0,31,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 6,103,0,0,0,0,0,4,0,0,4,33,0,0,23,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 6,160,0,0,0,0,0,3,0,0,5,38,0,0,63,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 6,33,0,0,0,0,0,14,0,0,4,24,0,0,20,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 0,1187,9,6,8,0,0,0,0,0,0,0,0,5,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1
 5,35,0,0,0,0,0,4,0,0,14,27,0,0,21,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 6,59,0,0,0,0,0,4,0,0,4,26,0,0,21,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 3,44,0,0,0,0,0,2,0,0,4,38,0,0,14,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
 6,36,0,0,0,0,0,3,0,0,4,28,0,0,63,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 5,50,0,0,0,0,0,3,0,0,3,95,0,0,71,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 6,58,0,0,0,0,0,3,0,0,4,25,0,0,41,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 6,39,0,0,0,0,0,4,0,0,15,38,0,0,344,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 9,44,0,0,0,0,0,49,0,0,43,143,0,0,64,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 299,68,0,0,0,0,0,4,0,0,4,28,0,0,33,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 39,103,0,0,0,0,0,4,0,0,4,49,0,0,147,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 8,54,0,0,0,0,0,4,0,0,279,109,0,0,130,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 6,76,0,0,0,0,0,8,0,0,4,48,0,0,412,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 5,49,0,0,0,0,0,5,0,0,6,86,0,0,147,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 0,0,0,0,0,0,0,6,0,0,86,63,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,1
 0,0,0,0,0,0,0,5,0,0,9,214,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,1
 0,0,0,0,0,0,0,6,0,0,86,63,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,1
 0,0,0,0,0,0,0,5,0,0,9,214,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,1
 0,0,0,0,0,0,0,6,0,0,86,63,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,1
 0,0,0,0,0,0,0,5,0,0,9,214,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,1
 0,0,0,0,0,0,0,6,0,0,86,63,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,1
 0,0,0,0,0,0,0,5,0,0,9,214,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,1
 0,0,0,0,0,0,0,6,0,0,86,63,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,1
 0,0,0,0,0,0,0,5,0,0,9,214,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,1
 0,0,0,0,0,0,0,6,0,0,86,63,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,1
 0,0,0,0,0,0,0,5,0,0,9,214,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,1
 0,0,0,0,0,0,0,6,0,0,86,63,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,1
 0,0,0,0,0,0,0,5,0,0,9,214,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,1
 3,21,0,0,0,0,0,2,0,0,2,14,0,0,13,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 0,0,0,0,0,0,0,6,0,0,86,63,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,1
 0,0,0,0,0,0,0,5,0,0,9,214,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,1
 9,62,0,0,0,0,0,4,0,0,4,28,0,0,32,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 5,36,0,0,0,0,0,3,0,0,3,20,0,0,26,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 6,75,0,0,0,0,0,4,0,0,3,29,0,0,50,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 65,112,0,0,0,0,0,5,0,0,5,46,0,0,39,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 5,30,0,0,0,0,0,3,0,0,3,24,0,0,18,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 6,42,0,0,0,0,0,4,0,0,4,28,0,0,23,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 5,44,0,0,0,0,0,3,0,0,4,28,0,0,22,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 5,34,0,0,0,0,0,4,0,0,3,26,0,0,21,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 6,33,0,0,0,0,0,3,0,0,4,25,0,0,21,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 6,33,0,0,0,0,0,4,0,0,4,25,0,0,20,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 5,33,0,0,0,0,0,4,0,0,4,24,0,0,21,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 0,0,0,0,0,0,0,6,0,0,86,63,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,1
 0,0,0,0,0,0,0,5,0,0,9,214,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,1
 11,48,0,0,0,0,0,4,0,0,4,28,0,0,22,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 11,44,0,0,0,0,0,4,0,0,4,27,0,0,22,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 11,34,0,0,0,0,0,3,0,0,4,25,0,0,20,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 6,40,0,0,0,0,0,3,0,0,3,29,0,0,21,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 5,36,0,0,0,0,0,4,0,0,3,51,0,0,20,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 5,33,0,0,0,0,0,4,0,0,4,26,0,0,20,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 5,33,0,0,0,0,0,3,0,0,4,25,0,0,21,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 6,32,0,0,0,0,0,4,0,0,4,25,0,0,20,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 5,32,0,0,0,0,0,3,0,0,4,24,0,0,20,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 5,31,0,0,0,0,0,3,0,0,4,24,0,0,47,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 5,34,0,0,0,0,0,4,0,0,3,23,0,0,19,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 11,34,0,0,0,0,0,4,0,0,4,22,0,0,21,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 6,32,0,0,0,0,0,3,0,0,4,24,0,0,20,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 12,39,0,0,0,0,0,4,0,0,4,28,0,0,22,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 11,34,0,0,0,0,0,3,0,0,3,25,0,0,20,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 6,32,0,0,0,0,0,4,0,0,4,23,0,0,20,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 5,32,0,0,0,0,0,3,0,0,3,25,0,0,20,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 6,32,0,0,0,0,0,24,0,0,4,25,0,0,20,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 6,64,0,0,0,0,0,4,0,0,4,29,0,0,34,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 6,42,0,0,0,0,0,4,0,0,4,29,0,0,63,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 7,51,0,0,0,0,0,3,0,0,4,24,0,0,22,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 7,59,0,0,0,0,0,4,0,0,3,28,0,0,23,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 6,44,0,0,0,0,0,3,0,0,4,29,0,0,22,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 6,34,0,0,0,0,0,4,0,0,4,26,0,0,20,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 6,33,0,0,0,0,0,4,0,0,3,26,0,0,20,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 5,33,0,0,0,0,0,4,0,0,3,25,0,0,20,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 5,32,0,0,0,0,0,3,0,0,4,24,0,0,49,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 5,35,0,0,0,0,0,4,0,0,3,24,0,0,20,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 11,32,0,0,0,0,0,3,0,0,4,24,0,0,22,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 5,31,0,0,0,0,0,3,0,0,4,24,0,0,20,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 6,31,0,0,0,0,0,4,0,0,4,23,0,0,20,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 5,31,0,0,0,0,0,4,0,0,3,23,0,0,19,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 6,31,0,0,0,0,0,3,0,0,4,23,0,0,19,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 6,33,0,0,0,0,0,4,0,0,4,19,0,0,20,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 6,37,0,0,0,0,0,4,0,0,4,48,0,0,32,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 5,31,0,0,0,0,0,4,0,0,4,22,0,0,20,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 6,34,0,0,0,0,0,3,0,0,4,26,0,0,31,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 6,30,0,0,0,0,0,3,0,0,3,33,0,0,20,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 5,33,0,0,0,0,0,3,0,0,4,24,0,0,31,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 3,18,0,0,0,0,0,4,0,0,3,23,0,0,10,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 5,43,0,0,0,0,0,4,0,0,4,24,0,0,55,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 3,17,0,0,0,0,0,2,0,0,2,13,0,0,11,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 5,32,0,0,0,0,0,4,0,0,3,24,0,0,41,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 3,18,0,0,0,0,0,2,0,0,2,12,0,0,41,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 2,19,0,0,0,0,0,2,0,0,2,27,0,0,16,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 5,33,0,0,0,0,0,4,0,0,4,54,0,0,20,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 3,17,0,0,0,0,0,2,0,0,2,13,0,0,11,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
 0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
 0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
